HGNC_Symbol,log2R_CNA,Z_Score
KLHL14,2,-0.0117
KLHL15,2,-0.0046
AC007255.1,4,-0.0112
KLHL17,2,-0.0085
AL359555.1,4,-0.0117
KLHL10,2,-0.0112
TEX101P1,2,-0.0117
AF129408.1,3,-0.0117
AF129408.2,2,-0.0117
AL359555.2,4,-0.0117
KLHL11,2,-0.0039
KLHL12,4,0.0279
AL359555.3,4,-0.0117
KLHL13,3,-0.0112
AC009412.1,3,-0.0117
AL359555.4,4,-0.0117
RNU2-54P,2,-0.0117
BANCR,2,-0.0116
FBXO34-AS1,2,-0.0113
KLHL29,4,-0.0088
KLHL25,5,-0.0097
KLHL26,2,-0.0080
KLHL28,4,-0.0075
KLHL21,2,0.0273
KLHL22,2,0.0022
KLHL23,4,-0.0113
KLHL24,2,0.0168
AC021517.3,2,-0.0116
KLHL20,2,0.0101
AC021517.1,2,-0.0117
RNU2-53P,2,-0.0117
AP003063.1,2,-0.0117
AC068483.1,2,-0.0117
YWHAE,2,0.0912
LGALS3BP,2,0.3146
MCUR1,2,-0.0008
YWHAB,2,0.0626
AC112777.1,2,-0.0113
AF131215.1,2,-0.0113
AC012445.1,2,-0.0117
AP001981.2,NA,-0.0117
RNU2-56P,4,-0.0117
PHLDA1-AS1,2,-0.0116
CES5AP1,2,-0.0117
VN1R81P,3,-0.0117
SFR1,2,-0.0066
YWHAQ,2,0.2219
AP001981.1,2,-0.0117
AC009652.1,2,-0.0117
AF131215.2,4,-0.0116
AF131215.3,4,-0.0117
AF131215.4,4,-0.0115
AF131215.5,4,-0.0094
AF131215.6,4,-0.0109
AF131215.7,2,-0.0115
YWHAG,3,0.1418
AC119733.1,4,-0.0117
YWHAH,2,0.0776
AC006427.1,2,-0.0117
AC006427.2,NA,-0.0116
TBC1D8,2,-0.0053
TBC1D9,2,0.0073
YWHAZ,0,0.0839
TBC1D1,2,0.0100
SFPQ,4,0.0529
TBC1D2,2,0.0567
TBC1D3,2,-0.0117
RNU2-55P,3,-0.0117
TBC1D4,2,-0.0012
TBC1D5,2,0.0135
VN1R82P,3,-0.0117
TBC1D7,4,-0.0086
AL035633.1,4,-0.0116
AC092610.1,4,-0.0117
AC026271.2,2,-0.0117
AC026271.3,2,-0.0117
AC026271.1,2,-0.0066
CLASP1-AS1,4,-0.0113
AL162595.1,2,-0.0110
AL162595.2,4,-0.0117
AC108120.2,2,-0.0117
RNU2-58P,2,-0.0117
AC108120.3,2,-0.0117
AC108120.1,2,-0.0117
SMYD3-IT1,4,-0.0110
AC026427.1,2,-0.0117
RNU2-57P,NA,-0.0117
AC026427.2,2,-0.0117
VN1R80P,2,-0.0112
ASB8,2,0.0034
ASB9,2,-0.0114
ASB6,2,0.0020
ASB7,5,-0.0025
ASB4,4,-0.0117
QRICH1,4,0.0177
ASB5,2,-0.0115
QRICH2,2,-0.0097
ASB2,2,-0.0103
ASB3,4,-0.0050
ASB1,2,0.0007
MYT1L,2,-0.0117
RPL12P9,3,-0.0112
LINC01506,2,-0.0116
LINC01507,2,-0.0117
LINC01508,2,-0.0117
LINC01509,2,-0.0116
RPL12P1,4,-0.0116
LINC01502,2,-0.0117
LINC01503,2,-0.0044
RPL12P2,2,-0.0115
LINC01504,2,-0.0098
RPL12P3,4,-0.0117
LINC01505,2,-0.0117
RPL12P4,4,-0.0049
RPL12P5,2,-0.0117
RPL12P6,4,-0.0108
AC018814.1,2,-0.0117
RPL12P7,2,-0.0117
LINC01500,4,-0.0117
LINC01501,2,-0.0117
RPL12P8,2,-0.0111
AC074141.1,2,-0.0113
WSB1,2,0.0234
WSB2,2,0.0404
AC007350.1,3,-0.0117
AL139807.1,4,-0.0115
RNU2-59P,2,-0.0111
AL096861.1,3,-0.0117
UBA52,2,0.1783
FTLP15,4,-0.0116
FTLP16,2,-0.0117
FTLP13,2,-0.0117
LDHBP1,4,-0.0116
FTLP14,2,-0.0115
LDHBP2,3,-0.0115
FTLP12,2,-0.0116
LDHBP3,2,-0.0117
FTLP10,3,-0.0117
NEDD4L,3,-0.0116
DNAJA2-DT,2,-0.0110
FTLP19,3,-0.0117
FTLP17,2,-0.0116
FTLP18,2,-0.0117
LINC01529,2,-0.0117
LINC01524,2,-0.0117
LINC01525,2,-0.0117
LINC01526,2,-0.0116
AC087260.1,2,-0.0117
LINC01527,2,-0.0117
LINC01520,2,-0.0117
LINC01521,2,-0.0104
AL139161.1,4,-0.0113
LINC01522,4,-0.0104
LINC01523,2,-0.0117
AC078983.1,NA,-0.0101
AL158823.1,2,-0.0116
FA2H,3,-0.0117
LINC01517,2,-0.0117
LINC01518,2,-0.0117
LINC01519,2,-0.0117
LINC01513,2,-0.0117
LINC01514,2,-0.0117
LINC01515,2,-0.0116
LINC01516,2,-0.0117
LINC01511,2,-0.0117
AC080075.1,2,-0.0108
AC078889.1,2,-0.0116
MIR5689HG,2,-0.0117
FN3KRP,2,0.0008
Z82210.1,2,-0.0117
AL591926.3,2,-0.0117
AL591926.4,2,-0.0117
AL591926.5,2,-0.0117
AL591926.6,2,-0.0116
AL591926.7,2,-0.0117
SLCO4A1,4,-0.0117
AC009901.1,4,-0.0117
AC009901.2,2,-0.0117
AC022107.1,2,-0.0098
NPSR1,3,-0.0117
PLPPR1,2,-0.0117
PLPPR2,2,0.0080
PLPPR3,2,-0.0116
PLPPR4,4,0.0019
ANKRD55,2,-0.0115
AL591770.1,2,-0.0117
PLPPR5,2,-0.0117
ASIP,4,-0.0115
ANKRD53,2,-0.0112
ANKRD54,2,0.0005
ANKRD52,2,-0.0007
AC007496.1,2,-0.0106
ANKRD50,2,0.0107
SUSD2P2,2,-0.0117
AC007496.2,3,-0.0110
AC007496.3,3,-0.0113
AC013271.1,2,-0.0117
ANKRD66,4,-0.0117
AL031665.1,2,-0.0117
AC244394.2,4,-0.0117
AC244394.3,4,-0.0117
ERP44,2,0.0172
AC244394.1,4,-0.0117
ZNFX1,2,0.0521
HMGA1P6,4,-0.0117
HMGA1P7,2,-0.0117
HMGA1P8,4,-0.0117
SLCO4C1,2,-0.0113
HMGA1P2,2,-0.0109
HMGA1P3,2,-0.0112
ANKRD65,2,-0.0112
HMGA1P4,2,-0.0096
ANKRD62,3,-0.0117
ANKRD63,2,-0.0116
HMGA1P5,2,-0.0117
ANKRD60,2,-0.0117
ANKRD61,4,-0.0100
AP003065.1,2,-0.0111
HMGA1P1,3,-0.0117
ANKRD39,4,-0.0111
LINC01593,4,-0.0117
LINC01594,2,-0.0116
LINC01595,2,-0.0117
IGHVIII-26-1,2,-0.0117
ANKRD37,2,0.0052
LINC01596,2,-0.0117
ANKRD35,2,-0.0093
ANKRD36,2,-0.0082
LINC01591,4,-0.0117
ANKRD33,2,-0.0117
LINC01592,2,-0.0115
AC145141.1,2,-0.0117
AC145141.2,2,-0.0117
DACH2,3,-0.0117
AP000915.1,2,-0.0117
DACH1,2,-0.0117
GRB14,4,-0.0109
GRAP2,2,-0.0117
CCT8L1P,4,-0.0116
ANKRD31,2,-0.0113
RBMX2P5,2,-0.0117
GRB10,3,0.0091
LINC01586,5,-0.0116
RBMX2P1,3,-0.0117
LINC01587,2,-0.0113
RBMX2P2,2,-0.0117
LINC01588,2,-0.0116
VN1R69P,2,-0.0117
RBMX2P3,4,-0.0115
LINC01589,2,-0.0117
RBMX2P4,4,-0.0117
LINC01582,5,-0.0117
LINC01583,5,-0.0117
LINC01584,5,-0.0117
LINC01585,5,-0.0112
ANKRD49,2,-0.0037
ANKRD46,4,-0.0089
LINC01580,5,-0.0117
ANKRD44,2,-0.0082
LINC01581,2,-0.0117
ANKRD45,2,-0.0117
MAMDC2-AS1,2,-0.0116
AP000915.2,2,-0.0117
BSCL2,2,-0.0113
LINC01579,2,-0.0117
ANKRD42,2,-0.0072
ERP29,2,0.1032
ANKRD40,2,0.0120
ERP27,2,-0.0114
GRAPL,2,-0.0117
MED4-AS1,4,-0.0114
ANKRD17,2,0.0212
PARP4P1,NA,-0.0115
PARP4P2,2,-0.0117
ANKRD16,2,-0.0084
ANKRD11,2,-0.0015
SUZ12P1,2,-0.0083
ASMT,NA,-0.0117
ANKRD12,2,-0.0011
AL139317.1,4,-0.0117
AL139317.2,4,-0.0117
AC226150.1,2,-0.0117
AL139317.3,2,-0.0117
AL139317.4,2,-0.0062
AL139317.5,2,-0.0115
PARP4P3,2,-0.0117
NDUFB1P2,4,-0.0115
AL451105.1,3,-0.0117
AC034268.1,2,-0.0117
ASXL3-DT,2,-0.0117
AC034268.2,2,-0.0117
TBC1D3JP,2,-0.0117
NAALADL2-AS2,4,-0.0116
AC008083.1,2,-0.0115
NAALADL2-AS3,4,-0.0116
ANKRD10,2,0.0178
AC008083.2,2,-0.0117
AC008083.3,2,-0.0116
NAALADL2-AS1,2,-0.0117
AC008083.4,2,-0.0117
VN1R67P,3,-0.0117
AC105021.1,2,-0.0117
NDUFB1P1,2,-0.0117
ANKRD28,2,0.0198
ANKRD29,3,-0.0077
ANKRD26,2,-0.0078
ANKRD27,3,0.0020
ANKRD24,2,-0.0096
ANKRD22,2,-0.0117
ANKRD23,2,-0.0114
ASNS,4,-0.0112
CNOT4,3,-0.0060
AL590608.1,NA,-0.0117
CNOT6,2,-0.0050
CNOT7,2,0.0063
CNOT1,3,0.0237
CNOT2,2,-0.0009
CNOT3,3,-0.0087
SLC25A14P1,3,-0.0112
CNOT8,2,0.0118
LINC01597,4,-0.0117
CNOT9,2,0.0081
VN1R68P,2,-0.0117
LINC01550,2,-0.0117
CARS1P2,2,-0.0117
LINC01551,4,-0.0117
NCOA4P3,2,-0.0115
NCOA4P4,2,-0.0116
CARS1P1,5,-0.0117
SGCE,3,-0.0046
SGCD,2,-0.0079
SGCA,2,-0.0105
SGCB,3,0.0221
LINC01546,2,-0.0117
LINC01547,3,-0.0101
LINC01548,3,-0.0117
LINC01549,2,-0.0117
NCOA4P1,2,-0.0117
LINC01543,3,-0.0117
NCOA4P2,2,-0.0117
LINC01544,3,-0.0117
AL034555.1,4,-0.0100
SGCG,2,-0.0113
LINC01545,2,-0.0113
LINC01541,3,-0.0117
PPBPP1,3,-0.0117
AP006295.1,2,-0.0117
TBC1D3P1,2,-0.0117
ELOA-AS1,4,-0.0111
TBC1D3P2,2,-0.0117
TBC1D3P3,2,-0.0117
TBC1D3P4,2,-0.0117
ASPN,2,-0.0047
ASPM,2,-0.0095
AC105417.1,2,-0.0117
ASPH,4,0.0164
TBC1D3P5,2,-0.0117
LINC01539,2,-0.0117
TBC1D3P6,4,-0.0117
TBC1D3P7,2,-0.0117
ASPG,4,-0.0117
LINC01535,3,-0.0105
LINC01537,2,-0.0117
PPBPP2,2,-0.0117
LINC01538,2,-0.0117
LINC01531,3,-0.0117
ASPA,2,-0.0102
LINC01532,3,-0.0117
LINC01533,3,-0.0117
MIR155HG,3,-0.0110
LINC01571,3,-0.0117
NLGN3,3,-0.0110
LINC01572,2,-0.0116
NLGN1,4,-0.0111
NLGN2,2,-0.0058
AC100810.1,2,0.0026
LINC01574,2,-0.0117
AC100810.2,2,-0.0117
AC100810.3,4,-0.0111
LINC01570,3,-0.0117
LINC01568,2,-0.0117
AC100810.6,NA,-0.0117
AC100810.7,NA,-0.0113
LINC01569,3,-0.0114
IGHV8-51-1,2,-0.0117
WASF1,2,-0.0027
LINC01564,4,-0.0117
LINC01565,2,-0.0117
WASF2,2,0.0296
LINC01566,3,-0.0117
WASF3,2,-0.0028
LINC01567,2,-0.0117
LINC01560,3,-0.0098
LINC01561,2,-0.0117
AC002066.1,3,-0.0115
LINC01562,2,-0.0116
LINC01563,2,-0.0117
SGCZ,2,-0.0117
ASS1,2,0.0254
LINC01558,4,-0.0117
LINC01559,2,-0.0117
LINC01553,2,-0.0117
RHEBL1,2,-0.0105
LINC01554,2,-0.0116
LINC01555,2,-0.0117
LINC01556,2,-0.0117
STEEP1,2,0.0091
FAAH,2,-0.0100
5S_rRNA,2,-0.0117
SCARNA1,4,-0.0051
AL138729.1,4,-0.0117
PKD2L1,2,-0.0117
SCARNA2,2,-0.0117
SCARNA3,4,-0.0100
PKD2L2,2,-0.0115
NADSYN1,2,0.0000
AL445991.1,4,-0.0110
OFD1P10Y,NA,-0.0117
ATP5MKP1,2,-0.0111
HEXD-IT1,2,-0.0116
PLCXD2-AS1,4,-0.0116
ITGB2-AS1,3,-0.0117
IGHVII-30-21,2,-0.0117
VN1R74P,2,-0.0117
ASTL,4,-0.0113
AL355974.2,4,-0.0117
AL355974.1,2,-0.0117
OFD1P11Y,NA,-0.0117
AC073062.1,2,-0.0117
AC006272.1,3,-0.0117
AC006272.2,3,-0.0117
NUAK1,2,0.0278
NUAK2,2,-0.0035
VN1R71P,2,-0.0117
FADD,2,-0.0076
AC092265.1,2,-0.0117
ZRSR2,3,-0.0038
AC004221.1,3,-0.0115
UBAC1,2,0.0145
UBAC2,2,0.0191
RHEBP1,2,-0.0115
SCARNA8,2,-0.0101
SCARNA9,2,-0.0066
RHEBP2,2,-0.0102
RHEBP3,2,-0.0117
STAG1,2,0.0215
STAG2,3,0.0391
SCARNA4,2,-0.0117
STAG3,3,-0.0112
SCARNA5,4,0.3844
SCARNA6,2,0.1146
SCARNA7,2,0.6677
GIHCG,2,-0.0088
FASTKD1,4,-0.0091
FASTKD2,4,0.0022
TPI1P1,2,-0.0095
TPI1P2,4,-0.0105
FAF1,4,0.0057
FASTKD3,2,-0.0050
TPI1P3,2,-0.0116
FAF2,2,0.0262
TPI1P4,2,-0.0117
STAB2,2,-0.0116
IGLVVI-22-1,5,-0.0117
IGLV7-46,5,-0.0117
STAB1,4,-0.0116
AC115621.1,2,-0.0110
MAP4K1,2,-0.0115
VN2R10P,3,-0.0117
MAP4K2,2,-0.0097
AC079922.1,2,-0.0107
AC079922.2,2,-0.0106
FASTKD5,2,0.0035
SGK3,4,-0.0099
OFD1P15Y,NA,-0.0117
LINC01498,2,-0.0117
VN1R78P,3,-0.0117
SGK1,4,0.0117
SGK2,4,-0.0117
LINC01499,2,-0.0117
RNU2-61P,4,-0.0109
LYZL1,2,-0.0117
LYZL2,2,-0.0117
LYZL4,4,-0.0117
LYZL6,2,-0.0117
AC008969.2,2,-0.0117
TRAPPC12-AS1,2,-0.0110
ASZ1,4,-0.0117
AC008969.1,2,-0.0111
DNAJC5G,2,-0.0117
MPZL3,2,-0.0116
MAP4K5,4,0.0107
MPZL1,2,0.0643
MAP4K3,2,0.0097
OFD1P12Y,NA,-0.0117
THRB-AS1,4,-0.0117
MAP4K4,4,0.0394
MPZL2,2,-0.0117
AP006545.3,NA,-0.0115
DNAJC5B,2,-0.0117
AP006545.1,4,-0.0107
AP006545.2,2,-0.0116
STAC3,2,-0.0105
RNU2-60P,2,-0.0117
C2-AS1,4,-0.0116
AL133538.1,NA,-0.0117
VN1R76P,2,-0.0117
STAC2,2,-0.0117
TOMM7,4,0.2411
OFD1P13Y,NA,-0.0117
AC009161.1,2,-0.0117
AC009161.2,3,-0.0117
TOMM5,2,-0.0107
TOMM6,2,-0.0117
RBFADN,3,-0.0116
PCAT4,2,-0.0117
PCAT5,2,-0.0117
ARID4A,4,-0.0049
ARID4B,2,0.0014
TP53TG3HP,3,-0.0117
PCAT1,4,-0.0117
PTTG1,2,-0.0045
OFD1P18Y,NA,-0.0117
PTTG2,2,-0.0117
RNU2-64P,4,-0.0117
PCAT6,2,-0.0105
PCAT7,2,-0.0117
AC097652.1,2,-0.0117
AC108025.1,2,-0.0117
UNC5CL,4,-0.0117
IGLV8OR8-1,4,-0.0117
ARID5A,4,-0.0021
RNU2-62P,4,-0.0117
ARID5B,2,0.0933
SGO1,4,-0.0116
SGO2,2,-0.0105
DNAJC30,3,-0.0058
RNU2-63P,2,0.0048
STAM2,2,0.0124
AP003064.1,2,-0.0117
AP003064.2,2,-0.0116
FAIM,4,-0.0053
AIG1P1,2,-0.0117
AC079089.1,4,-0.0117
AC079089.2,4,-0.0117
AC079089.3,2,-0.0117
AL606519.1,4,-0.0117
AL008628.1,4,-0.0116
DNAJC22,2,-0.0108
DNAJC24,2,-0.0072
DNAJC25,2,-0.0036
AC015969.1,2,-0.0117
DNAJC27,4,-0.0098
DNAJC28,2,-0.0105
AL591926.1,2,-0.0117
AL591926.2,2,-0.0104
HSPA8P19,4,-0.0116
AC000058.1,3,-0.0117
ASIC4,4,-0.0116
ASIC5,2,-0.0117
HSPA8P15,2,-0.0100
RNU2-66P,2,-0.0117
HSPA8P16,4,-0.0114
HSPA8P17,2,-0.0117
DNAJC21,2,0.0026
HSPA8P18,4,-0.0117
HSPA8P11,4,-0.0115
STAP1,2,-0.0117
HSPA8P13,2,-0.0117
STAP2,2,-0.0107
OFD1P16Y,NA,-0.0117
HSPA8P14,2,-0.0117
ASIC2,2,-0.0117
ASIC3,3,-0.0111
ASIC1,2,-0.0107
DNAJC19,4,0.0007
AC123595.1,2,-0.0116
DNAJC11,2,0.0059
DNAJC12,2,-0.0098
AC123595.2,2,-0.0116
DNAJC13,4,0.0381
DNAJC14,2,0.0011
IGLV7-43,5,-0.0117
TP53TG3GP,3,-0.0117
DNAJC15,4,-0.0057
DNAJC16,2,-0.0001
DNAJC17,2,-0.0081
DNAJC18,2,-0.0061
ERVK3-1,2,-0.0106
AC011460.1,2,-0.0117
RNU2-65P,2,-0.0116
AL365330.1,4,-0.0098
IGLV7-35,2,-0.0117
DNAJC10,4,0.0077
MCTP1,2,-0.0109
IMPDH1P10,2,-0.0116
IMPDH1P11,2,-0.0116
AC009411.1,4,-0.0117
AC009411.2,4,-0.0117
SGSH,2,-0.0024
RNU2-68P,2,-0.0114
ENOSF1,2,-0.0069
AL138479.1,4,-0.0117
AL354897.1,NA,-0.0117
AL354897.2,NA,-0.0117
AL138479.2,4,-0.0114
HIBCH,2,-0.0066
AC007016.1,2,-0.0116
ARID1A,4,-0.0071
ARID1B,2,-0.0093
VN1R70P,3,-0.0117
EHHADH,4,-0.0064
MCTP2,2,-0.0108
FAN1,2,-0.0067
HSPA8P20,2,-0.0117
AC069228.1,4,-0.0117
AL662890.1,2,-0.0116
AF131216.1,4,-0.0112
AF131216.2,4,-0.0117
AF131216.3,2,-0.0116
AF131216.4,2,-0.0114
AF131216.5,NA,-0.0117
AC104339.1,4,-0.0114
ATE1,2,0.0026
AC074140.1,2,-0.0117
WTAP,4,0.0119
SGTB,2,0.0014
SGTA,2,0.0008
PCARE,4,-0.0117
AC092755.2,2,-0.0089
ARID3A,3,-0.0080
ARID3B,5,-0.0108
AL359314.1,2,-0.0107
ARID3C,2,-0.0113
AC092755.1,2,-0.0109
RNU2-69P,2,-0.0117
ATF1,2,0.0019
ATF2,2,0.0133
PARP1P2,2,-0.0117
PARP1P1,4,-0.0117
ENDOU,2,-0.0116
RNU2-24P,2,-0.0117
ENDOV,2,-0.0077
AL137157.1,4,-0.0116
AC007493.1,2,-0.0117
AC007493.2,3,-0.0116
AL359694.1,2,-0.0117
ATG3,2,0.0091
ENDOG,2,-0.0103
OR7A3P,3,-0.0117
AL359704.1,4,-0.0117
AL359704.2,NA,-0.0117
RNU2-23P,2,-0.0116
TSEN2P1,2,-0.0117
FAR1,2,0.0084
ATF7,2,-0.0099
FAR2,2,-0.0037
SLC6A1-AS1,4,-0.0117
ATF5,2,-0.0081
ATF6,4,0.0140
ATF3,4,0.0101
ATF4,6,0.3599
OR7A2P,3,-0.0117
RPL11P1,4,-0.0117
RNU2-26P,2,-0.0117
AC133637.1,2,-0.0117
EPB41L5,4,-0.0083
AC133637.2,2,-0.0117
AC021755.1,2,-0.0117
AC021755.2,2,-0.0117
AC021755.3,2,-0.0117
EPB41L1,4,-0.0058
DNPEP-AS1,2,-0.0116
EPB41L2,2,0.0098
EPB41L3,3,-0.0116
AC007649.1,NA,-0.0117
PIP5K1A,2,0.0223
RPL11P3,2,-0.0077
RPL11P4,2,-0.0117
PIP5K1B,2,-0.0117
PIP5K1C,3,-0.0003
RPL11P5,2,-0.0116
ATG7,2,-0.0008
ATG5,4,0.0059
OR7A1P,2,-0.0117
AC004997.1,5,-0.0117
CRIP1P1,2,-0.0117
CRIP1P2,4,-0.0117
CRIP1P3,4,-0.0117
CRIP1P4,5,-0.0117
AC009806.1,2,-0.0109
AL159163.1,4,-0.0117
RNU2-25P,2,-0.0113
SKP2P1,3,-0.0117
PRXL2A,2,-0.0100
PRXL2B,2,-0.0042
FASN,2,0.1787
PRXL2C,2,0.0144
FAT1,2,0.2011
PYDC1,2,-0.0117
FAT2,2,-0.0113
FAT3,2,0.0112
PYDC2,3,-0.0117
AC118653.1,2,-0.0117
FAT4,3,0.0015
AL355836.3,NA,-0.0117
AL355836.4,NA,-0.0117
BHLHE41,2,-0.0107
OR7A8P,3,-0.0117
AL355836.1,2,-0.0117
AL355836.2,2,-0.0117
PINK1-AS,2,-0.0090
ATIC,2,-0.0044
ENOPH1,3,0.0187
RNU2-28P,4,-0.0103
MIR646HG,4,-0.0106
AC017007.5,3,-0.0117
AC017007.3,3,-0.0117
AC017007.4,3,-0.0117
AC017007.1,3,-0.0117
AC017007.2,3,-0.0113
GTSE1-DT,6,-0.0111
AC055716.1,2,-0.0117
AC055716.2,2,-0.0117
AC055716.3,2,-0.0117
RNU2-27P,2,-0.0117
AC112482.2,2,-0.0117
AC112482.1,2,-0.0117
ATL3,2,0.0968
FAXC,4,-0.0116
ATL1,4,-0.0079
ATL2,2,-0.0004
CNPY4,3,0.0089
AC092127.1,3,-0.0116
CSGALNACT2-DT,2,-0.0109
RPL10AP5,2,-0.0117
AC092127.2,2,-0.0111
RPL10AP6,4,-0.0069
RPL10AP1,2,-0.0114
RPL10AP2,2,-0.0107
RPL10AP3,4,-0.0117
FPGT-TNNI3K,2,-0.0116
AC093583.1,3,-0.0117
AC025445.1,2,-0.0117
WTIP,3,-0.0062
AC007253.1,2,-0.0117
RNU2-29P,3,-0.0117
AL136172.1,2,-0.0117
MPV17L,3,-0.0115
ATN1,2,-0.0053
AC011369.2,2,-0.0117
AC011369.1,2,-0.0117
TSPY25P,NA,-0.0117
AL031668.1,2,-0.0112
AL031668.2,NA,-0.0113
CNPY1,4,-0.0117
CNPY2,2,-0.0092
CNPY3,2,0.0370
RN7SL299P,4,-0.0117
TSPY24P,NA,-0.0117
LINC01010,4,-0.0117
SHC4,2,-0.0114
AC023818.1,4,-0.0107
LINC01011,2,-0.0112
LINC01012,2,-0.0114
SHC2,2,-0.0111
LINC01013,4,-0.0109
AL121878.1,3,-0.0117
SHC3,2,-0.0111
SHC1,4,0.1454
GCNAP1,2,-0.0117
AC093833.1,4,-0.0117
EIF4EBP1,2,0.0744
LINC01007,3,-0.0117
EIF4EBP2,2,0.0290
EIF4EBP3,2,-0.0110
LINC01003,4,-0.0098
LINC01004,4,-0.0100
LINC01005,4,-0.0117
LINC01006,4,-0.0111
AC103843.1,4,-0.0117
AC103843.2,2,-0.0117
LINC01001,2,-0.0117
LINC01002,2,-0.0116
AL355096.1,2,-0.0117
MFSD6L,2,-0.0117
AC007743.1,2,-0.0116
AC016168.1,2,-0.0117
AC016168.4,NA,-0.0117
AC016168.2,2,-0.0117
AC016168.3,2,-0.0117
RN7SL297P,4,-0.0105
TSPY26P,4,-0.0068
SHBG,2,-0.0102
OR7A10,3,-0.0117
AL031428.1,4,-0.0115
AL031428.2,2,-0.0117
AKAP8L,2,0.0006
AL451050.1,4,-0.0117
AL451050.2,4,-0.0117
RN7SL296P,4,-0.0065
TSPY21P,NA,-0.0117
AC105020.1,2,-0.0110
RNU6-387P,2,-0.0107
AC105020.2,2,-0.0110
OR7A17,2,-0.0117
AC105020.3,2,-0.0117
AC010634.1,2,-0.0117
AC105020.4,2,-0.0117
AC112242.2,NA,-0.0117
AC105020.5,2,-0.0110
AC105020.6,5,-0.0110
AL158824.1,2,-0.0114
BX842570.1,2,-0.0113
AC137803.1,3,-0.0117
ATRX,2,0.0019
AC112242.1,2,-0.0117
ATRN,4,0.0227
TSPY20P,NA,-0.0117
RNU6-386P,4,-0.0117
WAC-AS1,2,0.0016
AC079331.1,2,-0.0117
AC079331.2,2,-0.0117
AC079331.3,2,-0.0117
DEPP1,2,0.0751
RN7SL294P,2,-0.0117
SFPQP1,NA,-0.0117
AC073316.2,4,-0.0117
TSPY23P,NA,-0.0117
AC122133.1,4,-0.0117
AC073316.1,3,-0.0117
AL050320.1,4,-0.0117
RNU6-389P,3,-0.0112
PCDH1,2,-0.0097
IGLVVI-25-1,2,-0.0117
AL391280.1,2,-0.0117
PCDH9,4,-0.0077
PCDH7,2,-0.0021
PCDH8,4,-0.0117
AC105416.1,2,-0.0117
AL645949.2,2,-0.0116
AL645949.1,2,-0.0116
TSPY22P,NA,-0.0117
SHFL,2,-0.0056
RNU6-388P,4,-0.0117
RN7SL293P,4,-0.0116
AC005096.1,3,-0.0109
RNU6-383P,2,-0.0117
NUDT1,4,-0.0009
NUDT2,2,0.0355
RPS3AP20,2,-0.0101
NUDT5,3,0.0089
RPS3AP23,2,-0.0117
RPS3AP24,2,-0.0117
NUDT6,2,-0.0107
RPS3AP21,2,-0.0117
C1QTNF1-AS1,2,-0.0111
NUDT3,4,-0.0115
IL27RA,3,-0.0105
RPS3AP22,2,-0.0116
NUDT4,2,0.0072
RPS3AP27,4,-0.0110
RPS3AP28,3,-0.0117
RPS3AP25,4,-0.0114
RPS3AP26,3,-0.0016
RPS3AP29,4,-0.0115
MFSD2B,4,-0.0116
MFSD2A,2,-0.0111
RN7SL292P,4,-0.0117
RNU6-382P,3,-0.0117
RIIAD1,2,-0.0116
MFSD11,2,-0.0041
RPS3AP12,2,-0.0115
LMO7DN-IT1,4,-0.0065
MFSD12,2,0.0056
RPS3AP13,4,-0.0114
RPS3AP10,4,-0.0117
RPS3AP11,4,-0.0117
MFSD10,2,0.0151
RPS3AP16,2,-0.0117
RPS3AP17,2,-0.0117
RPS3AP14,4,-0.0116
RPS3AP15,1,-0.0117
RPS3AP18,2,-0.0116
RPS3AP19,2,-0.0116
RN7SL291P,3,-0.0115
AC026273.1,NA,-0.0044
AL031429.2,2,-0.0114
AL031429.1,2,-0.0115
FBF1,2,-0.0106
RPS3AP41,2,-0.0117
RPS3AP42,2,-0.0117
RPS3AP40,2,-0.0117
RPS3AP46,4,-0.0117
RPS3AP43,2,-0.0116
RPS3AP44,4,-0.0113
RPS3AP49,2,-0.0113
RPS3AP47,2,-0.0105
AC090699.1,2,-0.0117
RPS3AP48,2,-0.0117
RN7SL290P,2,-0.0117
RNU6-384P,2,-0.0117
ZNRD2-DT,2,-0.0114
GREB1,4,-0.0106
RPS3AP30,4,-0.0117
RPS3AP31,4,-0.0117
BSDC1,2,0.0199
RPS3AP34,4,-0.0114
SLC6A12-AS1,2,-0.0117
RPS3AP35,2,-0.0116
AC090709.1,2,-0.0117
RPS3AP32,4,-0.0116
RPS3AP33,2,-0.0117
AL121972.1,4,-0.0117
RPS3AP38,2,-0.0083
RPS3AP39,2,-0.0117
RPS3AP36,2,-0.0115
RPS3AP37,2,-0.0117
UBAC2-AS1,4,-0.0110
AC017100.1,2,-0.0116
AC017100.2,3,-0.0117
DHRS12,2,-0.0108
WFDC8,2,-0.0117
WFDC9,2,-0.0117
AC098872.1,4,-0.0117
DHRS13,2,-0.0114
WFDC6,2,-0.0117
DHRS11,2,-0.0102
TBX2-AS1,2,-0.0103
FBH1,3,0.0188
WT1-AS,2,-0.0117
WFDC1,2,-0.0115
AC008728.1,2,-0.0117
WFDC5,2,-0.0117
WFDC2,4,-0.0117
WFDC3,2,-0.0114
AKAP12,4,0.1192
AKAP13,2,0.0056
AKAP10,2,0.0084
AKAP11,4,0.0172
AKAP14,3,-0.0116
AC243562.1,5,-0.0099
AC243562.2,2,-0.0102
AC243562.3,2,-0.0115
PRORSD1P,4,-0.0110
RPS24P16,2,-0.0115
