HGNC_Symbol,log2R_CNA,Z_Score
PRXL2AP2,2,-0.0117
SLC52A1,2,-0.0115
AL512844.1,4,-0.0116
AL512844.2,4,-0.0116
AC091132.4,2,-0.0116
AC091132.5,2,-0.0117
PSIP1,2,0.0015
AC018737.2,2,-0.0117
AC018737.1,4,-0.0117
PSMA6P1,NA,-0.0113
PSMA6P2,3,-0.0117
PSMA6P3,2,-0.0117
PSMA6P4,4,-0.0115
AF178030.1,4,-0.0106
AC091132.2,2,-0.0106
AC091132.3,2,-0.0116
AC091132.1,2,-0.0116
DYNLT5,2,-0.0117
MIR193A,2,-0.0108
AC244230.1,2,-0.0117
AC244230.2,1,-0.0117
MIR193B,3,-0.0117
MMP7,2,-0.0117
DYNLT1,2,0.0223
DYNLT2,2,-0.0109
MMP1,2,0.0637
DYNLT3,3,0.0483
MMP2,3,0.0841
DYNLT4,4,-0.0076
MMP3,2,-0.0114
GZMAP1,2,-0.0117
AF279873.1,2,-0.0111
AF279873.2,4,-0.0116
AF279873.3,4,-0.0117
AF279873.4,2,-0.0117
MMP8,2,-0.0117
MMP9,4,-0.0117
AL590064.1,4,-0.0088
AC006338.2,NA,-0.0117
CDHR1,2,-0.0116
CDHR2,2,-0.0117
CDHR3,4,-0.0100
CDHR4,2,-0.0115
AC006338.1,NA,-0.0117
CDHR5,2,-0.0111
AADACL2-AS1,4,-0.0117
TRBV3-1,4,-0.0117
AC105137.1,2,-0.0112
AC105137.2,5,-0.0107
BSN-AS1,4,-0.0117
OSTF1P1,2,-0.0117
EPS8L1,3,-0.0111
EPS8L2,2,-0.0053
EPS8L3,2,-0.0117
IGHVII-78-1,2,-0.0117
AC008735.1,3,-0.0117
AC008735.2,2,-0.0117
ELN-AS1,4,-0.0092
API5P1,2,-0.0115
AC008735.3,3,-0.0116
API5P2,2,-0.0117
AC008735.4,2,-0.0112
AC008735.5,3,-0.0116
MIR1913,2,-0.0114
MIR1914,4,-0.0117
MIR1915,2,-0.0117
AL160287.1,2,-0.0117
AC004862.1,4,-0.0117
AC005606.1,3,-0.0117
AC108057.1,NA,-0.0117
AC005606.2,2,-0.0113
TLNRD1,5,-0.0089
AC073583.1,3,-0.0115
AC023049.1,2,-0.0110
AL023913.1,4,-0.0117
DENND5B-AS1,2,-0.0114
SYNGR2P1,2,-0.0117
CDK20,2,-0.0079
MMUT,4,0.0216
IAH1,4,0.0062
ATP5MC1P3,4,-0.0117
ATP5MC1P4,2,-0.0111
ATP5MC1P1,2,-0.0117
ATP5MC1P2,4,-0.0114
ATP5MC1P7,2,-0.0117
ATP5MC1P8,2,-0.0117
ATP5MC1P5,2,-0.0117
ATP5MC1P6,2,-0.0117
AC115115.1,4,-0.0117
MSRB1P1,2,-0.0117
NBAT1,2,-0.0117
CDKN2B-AS1,2,-0.0115
AC099063.3,NA,-0.0117
AC099063.4,4,-0.0117
AC099063.1,2,-0.0117
AC099063.2,2,-0.0117
PSMG3-AS1,3,-0.0066
CNTFR-AS1,2,-0.0117
AC107958.2,5,-0.0117
CDK17,2,0.0132
AC107958.3,5,-0.0117
CDK18,2,-0.0103
CDK19,2,-0.0036
AC107958.1,2,-0.0117
AC113208.5,2,-0.0116
FHDC1,2,-0.0114
AC104058.1,2,-0.0116
MIR1255A,2,-0.0117
AL022097.1,4,-0.0117
AC113208.1,2,-0.0117
AC113208.2,2,-0.0115
AC113208.3,5,-0.0117
AC113208.4,5,-0.0117
CDK10,2,-0.0026
CDK12,2,-0.0006
CDK13,3,-0.0029
AC026803.1,3,-0.0105
CDK14,3,0.0100
AC026803.2,3,-0.0114
CDK15,4,-0.0109
AC026803.3,3,-0.0106
CDK16,3,0.0149
BRIX1P1,4,-0.0117
AC009562.1,2,-0.0117
RN7SL159P,2,-0.0117
RNU6-249P,2,-0.0114
AC104308.1,4,-0.0117
GCNT1,2,-0.0006
PATE1,2,-0.0117
GRAMD4,2,-0.0003
CR936218.1,2,-0.0117
CR936218.2,2,-0.0117
PATE4,2,-0.0117
PATE2,2,-0.0116
PATE3,2,-0.0117
GCNT2,4,-0.0117
GCNT3,2,-0.0115
GCNT4,2,0.0523
GCNT7,2,-0.0107
DTD1,2,-0.0064
DTD2,2,-0.0039
AC099313.1,3,-0.0117
SAAL1,2,-0.0041
TRMT1,3,0.0081
RN7SL156P,2,-0.0117
TRMT5,4,0.0016
TRMT6,4,-0.0048
AC115989.1,2,-0.0116
AC009812.2,2,-0.0117
AC012462.1,4,-0.0113
AC012462.2,4,-0.0117
AC009812.3,4,-0.0114
AC012462.3,4,-0.0093
AC009812.1,4,-0.0112
AC009812.4,2,-0.0108
RN7SL155P,3,-0.0117
SENCR,2,-0.0111
AL512593.1,2,-0.0113
RNU6-246P,2,-0.0117
AL157882.1,2,-0.0117
AC007511.1,2,-0.0117
RN7SL154P,3,-0.0117
AC092115.2,3,-0.0117
AC092115.3,3,-0.0109
AC092115.1,2,-0.0112
IAPP,2,-0.0117
MALAT1,2,1.0603
RNU6-245P,3,-0.0107
GAMTP2,4,-0.0117
AC019077.1,2,-0.0114
NEUROD1,2,-0.0117
ACTE1P,2,-0.0117
NEUROD2,2,-0.0117
RN7SL153P,2,-0.0111
NEUROD4,2,-0.0117
NEUROD6,3,-0.0117
RNU6-248P,4,-0.0117
WDTC1,4,0.0042
AC131094.1,2,-0.0117
AC020743.2,4,-0.0117
AC020743.3,3,-0.0117
CR769776.3,NA,-0.0117
AP001284.1,2,-0.0117
AC020743.1,4,-0.0117
RN7SL152P,2,-0.0117
CR769776.1,2,-0.0117
CR769776.2,2,-0.0116
RNU6-247P,2,-0.0117
AL359834.1,2,-0.0116
RNU6-242P,4,-0.0112
AL512353.1,2,-0.0110
AL512353.2,2,-0.0117
RN7SL151P,2,-0.0041
RNU6-241P,3,-0.0117
AC140168.1,NA,-0.0117
PATL1,2,-0.0021
PATL2,2,-0.0113
AP000696.1,3,-0.0117
AP000696.2,3,-0.0117
RN7SL150P,2,-0.0117
AP000696.3,NA,-0.0117
AC016575.1,2,-0.0117
AC016575.2,NA,-0.0117
CSN1S2AP,3,-0.0117
MIR7515HG,2,-0.0117
CD44-AS1,2,-0.0112
AL137918.1,2,-0.0115
AC068898.1,2,-0.0117
AC068898.2,2,-0.0116
AC109133.1,2,-0.0116
RNU6-244P,2,-0.0117
MND1,2,-0.0117
AC132660.2,NA,-0.0117
INHCAP,4,-0.0114
MNDA,4,-0.0117
METAP1,2,0.0177
RNU6-243P,4,-0.0117
METAP2,2,0.0470
AC110801.1,2,-0.0116
AL157789.1,2,-0.0117
CCDC13-AS1,2,-0.0117
UBAP2L,4,0.0205
AC092604.1,2,-0.0117
SLCO1B3-SLCO1B7,2,-0.0117
AC097501.1,3,-0.0117
PIMREG,2,-0.0103
AP002851.1,NA,-0.0108
AL096869.3,4,-0.0117
AC012368.2,2,-0.0116
AC012368.3,2,-0.0117
AL096869.1,2,-0.0115
AL096869.2,2,-0.0116
AC012368.1,4,-0.0117
NR4A1AS,2,-0.0111
AC106734.1,3,-0.0117
DUXAP6,5,-0.0117
DUXAP7,4,-0.0111
ARHGAP26-IT1,2,-0.0117
DUXAP8,5,-0.0086
RNU6-240P,2,-0.0117
DUXAP9,2,-0.0107
AL355526.1,2,-0.0117
AL355526.2,2,-0.0117
AC061709.1,2,-0.0117
AC061709.2,2,-0.0117
AC007750.1,4,-0.0112
AP000705.1,3,-0.0117
AP000705.2,2,-0.0117
AC061709.3,2,-0.0117
AC079953.1,2,-0.0117
AC099792.1,2,-0.0117
PRUNEP1,4,-0.0117
PATZ1,5,-0.0060
SNHG1,2,0.0016
DTNA,2,-0.0093
DTNB,4,-0.0102
SNHG8,2,0.0088
SNHG9,3,-0.0013
KTI12,2,-0.0038
SNHG6,2,0.0183
SNHG7,2,-0.0038
SNHG4,2,-0.0091
SNHG5,4,-0.0023
SNHG3,4,0.0140
AC021146.11,3,-0.0117
AC021146.12,2,-0.0117
AC021146.10,2,-0.0117
IGKV1D-8,4,-0.0117
DUXAP1,2,-0.0117
UBAP1L,2,-0.0111
DUXAP2,4,-0.0117
AP000695.1,2,-0.0115
AP000695.2,2,-0.0116
DUXAP3,2,-0.0117
AC092844.1,4,-0.0116
AP000695.3,2,-0.0117
DUXAP4,2,-0.0117
DUXAP5,2,-0.0117
AC097491.1,2,-0.0117
FHIP1A-DT,2,-0.0117
FMR1NB,3,-0.0117
PRPF19,2,0.0275
AP006621.2,2,-0.0080
AP006621.3,2,-0.0076
AP006621.1,2,-0.0117
AP006621.6,2,-0.0111
AP006621.4,2,-0.0115
AP006621.5,2,-0.0090
Z82195.3,2,-0.0117
Z82195.1,3,-0.0117
Z82195.2,3,-0.0117
CPEB1-AS1,2,-0.0117
AC093534.1,2,-0.0117
AC093534.2,2,-0.0117
AMPD1,2,-0.0117
AMPD2,4,-0.0011
AMPD3,2,-0.0105
AC084024.2,2,-0.0116
AC084024.3,4,-0.0117
AC084024.4,2,-0.0111
PRPF18,3,-0.0038
AC068658.1,2,-0.0116
AC084024.1,2,-0.0117
AC091860.2,2,-0.0117
LYPLA2P2,2,-0.0117
LYPLA2P3,2,-0.0117
AC020983.1,3,-0.0117
AC084754.1,2,-0.0115
LYPLA2P1,2,-0.0117
AL049838.1,2,-0.0111
Z82205.1,2,-0.0117
AC091860.1,2,-0.0117
MYCL-AS1,2,-0.0108
AC005845.1,2,-0.0111
FAF1-AS1,2,-0.0112
AC105230.1,2,-0.0117
MAGI1-IT1,2,-0.0111
AC012618.2,2,-0.0098
AC012618.3,3,-0.0116
AC012618.1,3,-0.0116
ZDHHC11B,2,-0.0116
PRPF39,4,0.0021
PRPF31,3,0.0089
TMCC1-DT,4,-0.0105
NEUROG1,2,-0.0117
NEUROG2,3,-0.0117
NEUROG3,2,-0.0117
AL359095.1,2,-0.0111
TRBV4-1,3,-0.0117
TRBV4-2,4,-0.0117
AC068418.3,2,-0.0116
CYP51A1-AS1,4,-0.0115
AC068418.1,2,-0.0117
AC068418.2,2,-0.0117
AL512603.1,NA,-0.0117
AL512603.2,NA,-0.0114
NANOGNBP1,2,-0.0117
NANOGNBP2,2,-0.0116
NANOGNBP3,3,-0.0114
AL390962.1,2,-0.0117
AC008734.1,3,-0.0116
AC120498.10,3,-0.0115
AC008734.2,2,-0.0117
TRNT1,4,-0.0048
AL133410.1,2,-0.0117
AL133410.2,2,-0.0117
AL133410.3,2,-0.0117
RAI14,2,0.0595
LZTS1-AS1,4,-0.0110
AC007906.2,2,-0.0102
LTBP4,3,-0.0109
DTX1,2,-0.0117
LTBP2,4,0.1050
AC009228.1,4,-0.0116
DTX2,4,-0.0093
AC009228.2,2,-0.0109
AC007906.1,3,-0.0115
DTX3,2,-0.0016
LTBP3,2,0.0052
DTX4,2,-0.0099
LTBP1,4,0.0228
AC018832.1,2,-0.0117
AC107072.1,3,-0.0115
AC010900.1,2,-0.0113
AC005355.1,2,-0.0117
AC005355.2,2,-0.0117
HSPE1P9,4,-0.0115
MIR124-1HG,4,-0.0117
HSPE1P7,2,-0.0117
HSPE1P8,2,-0.0116
AD000671.1,3,-0.0117
AD000671.2,3,-0.0117
GS1-124K5.4,3,-0.0087
HSPE1P1,4,-0.0117
HSPE1P2,4,-0.0116
AP001533.1,2,-0.0117
AD000671.3,3,-0.0117
AC122710.1,2,-0.0117
AC122710.2,2,-0.0116
HSPE1P5,2,-0.0117
HSPE1P6,4,-0.0115
HSPE1P3,5,-0.0112
HSPE1P4,2,-0.0115
AC090543.1,5,-0.0115
AC090543.2,2,-0.0112
ARMC8P1,2,-0.0117
SENP6,4,0.0079
SENP7,4,-0.0055
SENP5,3,0.0131
SENP8,5,-0.0103
FLOT1,4,0.0660
FLOT2,2,0.0231
VHLL,2,-0.0116
SEPHS2P1,2,-0.0117
GLIDR,2,-0.0115
SENP2,2,-0.0001
AL139824.2,2,-0.0117
SENP3,2,-0.0064
AL139824.1,2,-0.0117
SENP1,2,-0.0046
TRNP1,2,0.0274
MNS1,2,-0.0100
AC002070.1,2,-0.0117
GCOM1,2,-0.0117
GGCTP1,2,-0.0116
AC025475.1,2,-0.0117
GGCTP2,4,-0.0117
AC025475.2,NA,-0.0117
GGCTP3,2,-0.0117
LTC4S,2,-0.0107
CDIPT,2,0.0510
AC073343.2,4,-0.0114
AC058791.1,4,-0.0101
AC073343.1,3,-0.0071
AC018978.1,NA,-0.0116
AC009468.1,3,-0.0117
AC009468.2,4,-0.0117
AL590065.1,3,-0.0117
SLC4A1AP,4,0.0079
SYNGAP1,2,-0.0104
OCLNP1,2,-0.0112
MNX1,4,-0.0117
AC104057.1,3,-0.0117
AC008972.2,2,-0.0111
AC008972.1,2,-0.0116
SHANK2-AS1,2,-0.0117
AL512356.1,2,-0.0117
AL512356.2,4,-0.0117
SHANK2-AS2,2,-0.0117
AL512356.3,4,-0.0117
AL512356.4,4,-0.0116
SHANK2-AS3,2,-0.0117
AL512356.5,NA,-0.0117
SDR42E1,3,-0.0116
Z92545.1,2,-0.0117
SDR42E2,3,-0.0115
TIPINP1,2,-0.0117
IL31RA,2,-0.0117
AIF1L,2,-0.0117
SYNM-AS1,2,-0.0112
AC103718.1,NA,-0.0116
DUBR,4,-0.0103
AL591002.1,2,-0.0115
AC104297.1,4,-0.0117
MIR1268A,2,-0.0117
MIR1268B,2,-0.0117
RNU6-698P,3,-0.0117
AC096564.1,3,-0.0114
AC107959.1,4,-0.0111
AC107959.2,2,-0.0114
SIGLEC10-AS1,2,-0.0117
AC107959.5,2,-0.0117
AC107959.3,4,-0.0117
AC107959.4,2,-0.0114
RAB3IL1,2,0.0014
REG1CP,2,-0.0117
MIR1269B,2,-0.0117
L2HGDH,2,-0.0103
ZDHHC20P1,4,-0.0114
ZDHHC20P2,2,-0.0117
RNU6-697P,2,-0.0117
ZDHHC20P3,2,-0.0116
ZDHHC20P4,2,-0.0111
MIR1269A,3,-0.0117
NEURL1B,2,-0.0077
AC124276.2,2,-0.0012
AC124276.1,2,-0.0117
DAB2IP,2,0.0056
FGFR3P6,2,-0.0117
USP27X-DT,3,-0.0105
AL136096.1,NA,-0.0117
FGFR3P5,3,-0.0117
ERVV-2,2,-0.0117
RNU6-699P,2,-0.0117
AL606834.2,2,-0.0094
AC100826.1,2,-0.0117
AC006335.1,NA,-0.0117
ERVV-1,2,-0.0117
FGFR3P1,4,-0.0117
AC006335.2,NA,-0.0117
AC072028.1,2,-0.0117
AL138889.1,4,-0.0117
AL138889.2,2,-0.0117
AL138889.3,4,-0.0117
AL606834.1,2,-0.0082
CDKN3,4,-0.0086
EXOC3L1,2,-0.0114
AL161716.1,2,-0.0117
EXOC3L2,2,-0.0116
EXOC3L4,4,-0.0107
MFSD13A,2,-0.0100
MFSD13B,2,-0.0113
AC027779.1,2,-0.0117
IBSP,3,-0.0117
AC231759.1,3,-0.0117
AC005840.1,2,-0.0110
AC005840.2,2,-0.0102
AC231759.2,3,-0.0117
AC005840.3,2,-0.0116
AC005840.4,2,-0.0106
PSKH2,4,-0.0117
RNU6-694P,2,-0.0117
PSKH1,2,-0.0020
CDKL2,2,-0.0112
CDKL3,2,-0.0112
RNU6-693P,4,-0.0114
CDKL4,2,-0.0109
CDKL5,2,-0.0095
OR14C36,4,-0.0117
POLRMT,3,-0.0017
CDKL1,2,-0.0084
KHDRBS1,2,0.0244
KHDRBS2,2,-0.0117
KHDRBS3,2,-0.0036
AGAP11,2,-0.0117
CEP19P1,4,-0.0117
AC084752.1,2,-0.0117
PFN2-AS1,2,-0.0116
AL139082.1,2,-0.0116
SLC47A1P1,2,-0.0116
SLC47A1P2,2,-0.0117
MOBP,2,-0.0117
TNS1-AS1,2,-0.0116
AC034245.1,2,-0.0117
RNU6-696P,2,-0.0117
TMEM51-AS2,4,-0.0116
TMPRSS12,2,-0.0117
TMPRSS13,2,-0.0117
TMPRSS15,3,-0.0117
MOB4,4,-0.0021
IBTK,4,0.0443
MOB2,2,-0.0024
TMEM51-AS1,4,-0.0117
RNU6-695P,2,-0.0117
SP140L,2,-0.0039
AL591242.1,2,-0.0116
RNU6-690P,4,-0.0117
PWWP4,2,-0.0117
CR786580.1,2,-0.0116
MIR1260A,2,-0.0117
MIR1260B,2,-0.0117
AC097059.1,4,-0.0115
MBL1P,2,-0.0112
AC245452.2,5,-0.0117
AC245452.3,2,-0.0117
AC245452.4,2,-0.0117
AC245452.1,5,-0.0117
CFAP53P1,2,-0.0117
AP000357.2,NA,-0.0117
AP000357.1,2,-0.0116
AP002993.1,2,-0.0109
MMS22L,4,-0.0107
YAE1-DT,3,-0.0116
AC069243.1,4,-0.0104
RNU6-692P,4,-0.0117
GTPBP10,3,-0.0064
ELOCP3,3,-0.0117
ELOCP4,NA,-0.0117
ELOCP2,2,-0.0117
AL592227.1,2,-0.0117
AC140121.1,NA,-0.0117
ATP5MFP1,3,-0.0114
ATP5MFP2,2,-0.0113
MIR1302-9HG,2,-0.0117
ATP5MFP5,2,-0.0116
AL513185.2,2,-0.0114
ATP5MFP6,5,-0.0116
AL513185.3,2,-0.0117
ATP5MFP3,2,-0.0117
ATP5MFP4,2,-0.0104
AL513185.1,2,-0.0115
CYP2AC1P,4,-0.0117
AC008149.2,2,-0.0115
AC008149.1,2,-0.0111
ELOCP7,NA,-0.0117
MFSD14A,4,-0.0099
ELOCP8,NA,-0.0117
MFSD14B,2,0.0323
ELOCP5,NA,-0.0117
MFSD14C,2,-0.0089
ELOCP6,NA,-0.0117
ELOCP9,NA,-0.0117
HNRNPRP1,3,-0.0114
AC133548.1,3,-0.0117
AC133548.2,3,-0.0117
HNRNPRP2,2,-0.0117
AC091138.1,3,-0.0117
SMARCB1,5,-0.0059
AC018731.1,2,-0.0117
AC005746.2,2,-0.0112
ELOBP1,2,-0.0115
AC005746.3,2,-0.0116
AC005746.1,2,-0.0116
AC020980.1,2,-0.0116
ELOBP4,2,-0.0116
ELOBP2,2,-0.0117
ELOBP3,4,-0.0117
IFNL4P1,2,-0.0117
PTGFRN,2,0.0078
SMARCC1,4,0.0115
SMARCC2,2,0.0087
TALDO1,2,0.0621
TRAF3IP2-AS1,2,-0.0106
MOGS,4,0.0223
AC083923.1,4,-0.0117
AL157394.2,2,-0.0117
AL157394.3,2,-0.0110
AL157394.1,2,-0.0117
AC023632.4,2,-0.0117
AC023632.5,4,-0.0114
AC023632.2,2,-0.0114
AC023632.3,2,-0.0117
AC023632.1,2,-0.0115
AP002754.1,2,-0.0117
MBL3P,2,-0.0117
AP002754.2,2,-0.0117
NAB1P1,3,-0.0117
SERPINB9P1,2,-0.0114
RANBP17,2,-0.0070
SMARCA5,2,0.0415
SMARCA1,2,0.0433
SMARCA2,2,0.0081
SMARCA4,3,-0.0005
AL049541.1,2,-0.0117
AL049541.2,4,-0.0117
ZUP1,2,0.0025
ECHDC1,2,0.0100
RANBP10,3,-0.0065
ECHDC2,4,-0.0076
ECHDC3,3,-0.0030
NOL10,2,0.0068
NOL11,2,0.0092
NOL12,6,-0.0102
AL450311.1,2,-0.0117
AC113347.1,2,-0.0117
AC113347.2,2,-0.0117
AC113347.3,2,-0.0117
AC113347.4,2,-0.0117
ICA1,4,-0.0114
MFSD1P1,2,-0.0113
AL049781.1,2,-0.0117
VN1R65P,3,-0.0117
ARLNC1,2,-0.0117
DUS2,3,-0.0061
AC090152.1,2,-0.0112
AC122713.1,2,-0.0117
VN1R66P,3,-0.0117
AC011731.1,3,-0.0116
AC122713.2,2,-0.0117
JAZF1-AS1,3,-0.0116
AC003684.1,3,-0.0117
HSD17B3,2,-0.0117
HSD17B4,2,0.0165
AL356215.1,2,-0.0117
HSD17B6,2,-0.0107
HSD17B7,2,-0.0039
HSD17B8,2,-0.0072
AC003109.1,3,-0.0117
RANBP3L,2,-0.0112
BAZ1A-AS1,2,-0.0113
HSD17B1,2,-0.0110
HSD17B2,3,-0.0116
CHRNA10,2,-0.0109
RNA5S14,4,-0.0117
RNA5S15,2,-0.0117
RNA5S12,4,-0.0117
MON2,3,0.0021
RNA5S13,2,-0.0117
AC093579.1,2,-0.0117
RNA5S10,2,-0.0117
RNA5S11,4,-0.0117
AC079362.1,2,-0.0117
AP003102.1,2,-0.0117
RNA5S16,2,-0.0117
RNA5S17,2,-0.0117
NOL4L,2,-0.0105
VN1R64P,3,-0.0117
AC113191.1,2,-0.0117
AL353719.1,2,-0.0111
AC083829.1,3,-0.0117
ICE1,2,0.0139
ICE2,2,-0.0056
LOXL3,2,-0.0005
LOXL4,2,0.0341
DUX4,NA,-0.0117
LOXL1,5,0.0169
LOXL2,4,0.0835
AL135998.1,2,-0.0117
TEKT1,2,-0.0117
TEKT2,4,-0.0116
TEKT3,2,-0.0115
CR848007.1,2,-0.0117
DUXA,2,-0.0117
CR848007.2,2,-0.0117
TEKT4,2,-0.0117
DUXB,3,-0.0115
CR848007.3,NA,-0.0117
TEKT5,2,-0.0117
AC073346.1,3,-0.0117
MORC3,3,0.0084
AC073346.2,3,-0.0115
MORC4,3,0.0066
AC023538.1,4,-0.0115
MIR124-2HG,2,-0.0117
WBP11P3,3,-0.0117
UMLILO,2,-0.0117
WBP11P1,2,-0.0117
WBP11P2,2,-0.0116
AC108059.1,2,-0.0108
AC108059.2,2,-0.0117
SHARPIN,4,0.0064
AL133215.2,2,-0.0111
AL133215.3,2,-0.0110
VILL,2,-0.0079
MORC1,2,-0.0117
MORC2,2,-0.0035
QSER1,2,-0.0036
AC005256.1,2,-0.0117
AL133215.1,2,-0.0117
AC141586.5,3,-0.0113
AC141586.3,2,-0.0117
AC141586.4,3,-0.0116
AC141586.1,2,-0.0106
AC141586.2,2,-0.0117
AC093433.1,4,-0.0116
CR392039.3,3,-0.0117
CR392039.4,3,-0.0117
CR392039.1,3,-0.0117
CR392039.2,2,-0.0116
VIL1,4,-0.0117
AC093433.2,NA,-0.0113
NXF2B,3,-0.0117
MRPL42P6,4,-0.0116
MRPL42P2,4,-0.0117
MRPL42P3,2,-0.0117
AL355377.3,NA,-0.0116
MRPL42P4,3,-0.0117
AL355377.4,NA,-0.0115
AC009227.2,4,-0.0117
AC009227.1,2,-0.0117
ACTG1P22,2,-0.0117
ACTG1P23,4,-0.0116
ACTG1P24,2,-0.0115
ACTG1P25,4,-0.0116
CDC42EP3P1,3,-0.0110
ACTG1P20,4,-0.0101
AC004522.1,3,-0.0117
RB1CC1,4,0.0303
ACTG1P21,4,-0.0117
AC004522.2,3,-0.0117
AC004522.3,4,-0.0117
AL355377.1,2,-0.0116
AC004522.4,3,-0.0117
AL355377.2,2,-0.0116
AC004522.5,NA,-0.0109
DSCR4-IT1,2,-0.0117
AC093829.1,3,-0.0117
AC111000.3,3,-0.0117
AC111000.4,2,-0.0117
AC111000.1,2,-0.0117
AC010891.1,NA,-0.0117
AC111000.2,3,-0.0117
AC079612.1,2,-0.0117
AC004918.1,4,-0.0116
AC079612.2,4,-0.0117
AC111000.5,2,-0.0117
AC004918.3,4,-0.0074
AC111000.6,3,-0.0117
RAD51-AS1,2,-0.0088
FO681548.1,5,-0.0117
AC093673.1,4,0.0198
AC093673.2,3,-0.0117
SEPHS1P1,3,-0.0116
SEPHS1P2,5,-0.0117
SEPHS1P4,3,-0.0117
SEPHS1P6,4,-0.0117
SEPHS1P7,2,-0.0117
ATP5MC2P2,2,-0.0117
ATP5MC2P3,4,-0.0117
PRXL2CP1,3,-0.0117
ATP5MC2P1,4,-0.0116
AC011481.3,2,-0.0116
ATP5MC2P4,3,-0.0113
PPP3CB-AS1,2,-0.0108
AC011481.1,3,-0.0109
AC011481.2,2,-0.0115
AC018637.1,NA,-0.0117
ACTG1P11,NA,-0.0117
ACTG1P12,2,-0.0117
ACTG1P13,4,-0.0117
ACTG1P14,2,-0.0110
MIR125B1,2,0.0256
MIR125B2,2,-0.0117
ACTG1P10,2,-0.0111
ACTG1P19,2,-0.0117
MORF4,2,-0.0116
ACTG1P15,2,-0.0116
ACTG1P16,2,-0.0117
TMEM183AP1,4,-0.0117
ACTG1P17,2,-0.0117
ACTG1P18,2,-0.0116
GOT2P2,2,-0.0117
GOT2P3,2,-0.0117
GOT2P5,NA,-0.0117
GOT2P6,2,-0.0116
GOT2P7,2,-0.0116
GOT2P1,2,-0.0117
THY1-AS1,2,-0.0117
DHRS4L1,4,-0.0116
DHRS4L2,2,-0.0031
Z92544.2,3,-0.0117
Z92544.1,3,-0.0115
FNDC3B,2,0.0301
TRIM39-RPP21,4,-0.0117
FNDC3A,2,0.0184
INMT-MINDY4,4,-0.0117
ERVW-1,3,-0.0114
ATP6V0D1-DT,2,-0.0112
OTULINL,2,-0.0117
AP001434.1,3,-0.0117
RNPC3,4,-0.0086
FLRT2,4,-0.0091
FLRT3,4,-0.0116
FLRT1,2,-0.0117
AC103957.1,4,-0.0117
AC103957.2,2,-0.0117
ICOS,2,-0.0117
STARD13,2,0.0057
ICMT,4,0.0621
AC044836.1,4,-0.0117
STARD10,2,-0.0087
NEXN-AS1,4,-0.0110
AL049198.1,NA,-0.0117
AC103563.8,4,-0.0117
AC103563.9,NA,-0.0116
AC103563.6,2,-0.0117
AC103563.7,2,-0.0117
AC103563.4,2,-0.0117
FNDC10,4,-0.0039
FNDC11,4,-0.0114
AC103563.5,4,-0.0117
IGKV2OR22-3,5,-0.0117
AC103563.2,2,-0.0117
AC103563.3,2,-0.0117
IGKV2OR22-4,2,-0.0117
AC103563.1,4,-0.0117
NLGN4Y-AS1,NA,-0.0117
PARD6BP1,3,-0.0115
RBM43P1,2,-0.0117
ID2B,4,-0.0114
VSIG10,2,-0.0042
AIFM3,5,-0.0113
AIFM1,2,-0.0051
AIFM2,2,-0.0046
AC010653.1,3,-0.0111
COL10A1,2,-0.0107
AC010653.2,2,-0.0117
AL512605.1,2,-0.0117
AL512605.2,2,-0.0117
AC010653.3,3,-0.0116
UBTFL10,2,-0.0117
UBTFL11,2,-0.0117
UBL7-DT,5,-0.0112
AC009320.1,2,-0.0113
AC100825.1,NA,-0.0117
AC103719.1,2,-0.0117
AC027288.3,5,-0.0116
AL390866.1,2,-0.0117
HEATR5A,4,0.0015
HEATR5B,4,0.0040
LUADT1,4,-0.0115
AC027288.1,2,-0.0116
AC027288.2,2,-0.0117
AC098868.1,2,-0.0117
AC009716.1,2,-0.0116
AC009716.2,3,-0.0117
MIR4472-1,2,-0.0117
MIR4472-2,2,-0.0117
MICOS10-NBL1,4,-0.0116
AL109767.1,4,-0.0117
AC130415.1,2,-0.0117
DHRSX,NA,-0.0117
GPC5-AS2,4,-0.0117
GPC5-AS1,2,-0.0117
AP001184.1,NA,-0.0117
AC096719.1,2,-0.0117
AC008731.1,3,-0.0113
DHRS1,2,-0.0070
DHRS2,2,-0.0116
DHRS3,4,0.0203
DHRS4,4,-0.0062
DHRS7,4,0.0127
DHRS9,2,-0.0117
AC009560.1,2,-0.0116
AC009560.4,2,-0.0115
AC009560.2,2,-0.0114
AC009560.3,2,-0.0116
OR2AD1P,4,-0.0117
AP006623.1,2,-0.0112
CYSLTR1,3,-0.0117
CYSLTR2,4,-0.0114
AC010809.2,2,-0.0110
MPC1,2,0.0187
AC010809.3,2,-0.0116
AC037471.2,2,-0.0117
MPC2,2,0.0115
AC010809.1,2,-0.0116
MB21D2,3,-0.0065
AC037471.1,2,-0.0117
AC063950.1,2,-0.0108
AC087650.1,2,-0.0117
AC007655.1,2,-0.0117
AC007655.2,2,-0.0117
STAMBP,2,-0.0007
VN1R46P,2,-0.0117
AC113348.1,NA,-0.0117
AC113348.2,2,-0.0116
AC113348.3,NA,-0.0117
PCDHGB9P,2,-0.0112
DVL1,2,0.0132
AC002460.2,2,-0.0116
DVL2,2,0.0187
DVL3,2,0.0062
AC002460.1,2,-0.0117
MPDZ,2,0.0153
AL772161.1,2,-0.0117
CTC-338M12.4,2,-0.0113
INS-IGF2,2,-0.0117
