"HGNC_Symbol","Cluster"
"AL049765.1",1
"ZNF669",1
"ZNF668",1
"ZNF667",3
"NDUFB10P2",2
"NDUFB10P1",1
"ZNF665",3
"ZNF664",3
"AL365205.4",2
"AL365205.3",1
"ZNF662",3
"AL365205.2",1
"ZNF660",3
"AC005775.1",1
"AC018892.1",1
"PIGQP1",1
"ZNF658",1
"ZNF655",3
"ZNF654",2
"ZNF653",1
"ZNF652",1
"AC145625.2",1
"AC145625.1",1
"AC240442.1",2
"SUMO4",2
"NRARP",3
"AL157369.1",1
"MIR924HG",1
"AP003179.1",1
"MIR23AHG",1
"AC004790.2",1
"SUMO1",3
"SUMO3",3
"ZNF649",1
"SUMO2",3
"ZNF648",3
"ZNF646",1
"ZNF644",1
"AC091193.1",1
"ZNF641",1
"ZNF37CP",1
"AC074257.1",2
"OVGP1",3
"AC009408.1",1
"PEG3",3
"GKN1",3
"C2orf92",1
"GKN2",3
"AC093844.1",1
"ZNF639",3
"ZNF638",3
"ZNF37BP",1
"NFYAP1",1
"ZNF630",2
"AC103876.1",1
"C2orf81",1
"C2orf80",1
"C2orf83",1
"RIPOR3-AS1",1
"CKMT2",3
"C2orf88",1
"ZNF629",1
"ZNF628",1
"ZNF627",1
"ZNF626",3
"ZNF625",3
"CDC37L1",1
"ZNF624",3
"ZNF623",2
"ZNF622",3
"ZNF621",1
"ZNF620",3
"C2orf72",1
"AC107396.1",1
"AC004790.1",1
"C2orf78",1
"AC008663.3",1
"OR5BC1P",1
"AC008663.2",1
"AC079880.1",1
"ZNF619",1
"RSL1D1-DT",1
"AC008663.1",1
"C2orf74",1
"ZNF618",1
"AC079880.2",1
"C2orf73",1
"C2orf76",1
"ZNF616",1
"ZNF615",1
"ZNF614",1
"ZNF613",1
"ZNF611",1
"ZNF610",3
"AC105053.1",1
"AC015819.5",1
"LINC02045",1
"AC015819.4",1
"LINC02044",1
"LINC02047",2
"AC141557.2",1
"LINC02046",1
"AC141557.1",1
"AC015819.1",1
"LINC02041",1
"LINC02040",2
"LINC02043",1
"AC015819.3",1
"AC015819.2",1
"LINC02042",1
"AC073522.1",1
"GCAWKR",1
"SRGAP2D",1
"SRGAP2C",1
"C2orf66",1
"C2orf69",1
"ZNF729",2
"C2orf68",1
"ZNF728",1
"ZNF727",2
"ZNF726",1
"ZNF724",1
"ZNF723",1
"ZNF721",1
"ZNF720",1
"LINC02038",1
"PELO",3
"LINC02037",1
"SRGAP2B",1
"LINC02039",1
"LINC02034",1
"LINC02033",1
"LINC02036",1
"LINC02035",1
"LINC02030",1
"PHYKPL",1
"LINC02032",1
"LINC02031",1
"C2orf50",2
"THAP2",1
"THAP1",1
"THAP4",3
"THAP3",1
"THAP6",1
"OR5BB1P",1
"ZNF718",3
"THAP5",3
"AC004551.1",1
"THAP8",1
"ZNF717",2
"ZNF716",1
"THAP7",3
"ZNF714",1
"THAP9",1
"ZNF713",3
"ZNF711",3
"ZNF710",1
"LINC02027",2
"LINC02026",1
"LINC02029",1
"LINC02028",1
"LINC02067",1
"AC010867.1",1
"LINC02066",1
"LINC02069",1
"LINC02068",1
"AC004947.1",1
"LINC02063",1
"LINC02065",1
"AC004947.3",1
"LINC02064",1
"AC004947.2",1
"LINC02061",1
"LINC02060",1
"APH1A",3
"ZNF709",3
"ZNF708",1
"APH1B",3
"ZNF707",2
"ZNF706",3
"CDC37P1",1
"ZNF704",2
"PENK",3
"C2orf42",1
"ZNF703",3
"ZNF701",1
"ZNF700",1
"AC096736.3",1
"CDC37P2",1
"C2orf49",1
"AC096736.2",1
"LINC02059",1
"AC005045.2",2
"AC096736.1",1
"AC005045.1",2
"LINC02056",1
"LINC02055",2
"AC018809.3",1
"LINC02058",1
"GDNF-AS1",1
"AC018809.2",1
"LINC02057",1
"INTS1",3
"LINC02052",1
"LINC02051",1
"TRIM64DP",1
"LINC02054",1
"INTS3",3
"LINC02053",1
"INTS2",2
"LINC02050",2
"AC091839.1",1
"AL590002.1",2
"TASOR2",3
"INTS5",1
"INTS4",2
"PEMT",3
"INTS7",1
"INTS6",1
"LINC02049",1
"INTS9",3
"AC018809.1",1
"INTS8",2
"LINC02048",1
"MINCR",2
"TMEM151A",3
"LINC02000",1
"LINC02003",1
"TMEM151B",2
"LINC02002",1
"AL390783.1",1
"PEPD",3
"AC060788.1",2
"ACADL",3
"AL365204.2",1
"VPS35P1",1
"AL365204.1",1
"ACADM",3
"ACADS",3
"AC018413.1",1
"AL365204.3",1
"ACAD8",3
"TMEM150B",3
"TMEM150A",1
"MINK1",3
"ACAD9",3
"TMEM150C",3
"KXD1",3
"MUC5B-AS1",1
"C2orf16",2
"C2orf15",1
"LINC02023",1
"LINC02022",1
"LINC02025",2
"LINC02024",1
"LINC02021",1
"DOT1L",3
"LINC02020",1
"AL449105.3",1
"AL449105.2",1
"AL449105.5",1
"AL449105.4",1
"AL449105.1",1
"AL139405.1",1
"PES1",3
"PERP",3
"LINC02019",1
"LINC02016",1
"LINC02015",1
"AL139395.1",2
"LINC02018",2
"LINC02017",1
"LINC02012",1
"AC010627.1",1
"LINC02011",1
"LINC02014",1
"LINC02013",1
"AC004707.1",1
"LINC02010",1
"AC069410.1",1
"JAKMIP2-AS1",1
"PER2",3
"PER1",1
"GFI1B",3
"PER3",1
"PGAM1P13",2
"AC009501.2",1
"PGAM1P12",1
"PGAM1P11",1
"AC009501.1",1
"PGAM1P10",1
"LINC02009",1
"ESYT3",3
"LINC02008",2
"ESYT2",3
"AC112198.1",1
"ESYT1",3
"AC112198.3",1
"LINC02005",2
"LINC02004",1
"AC112198.2",1
"LINC02006",1
"ACAA2",3
"TRAC",1
"AC116611.1",1
"Z98886.1",1
"RNU6-977P",1
"AL020998.1",1
"ACAA1",3
"EOMES",3
"AC092427.1",1
"AL358934.1",1
"RNU6-976P",1
"AC146944.2",1
"AC128707.1",1
"OSMR-DT",1
"PHACTR3-AS1",1
"AC146944.1",1
"AC108725.1",2
"AC108475.1",1
"AC138420.1",1
"ACACB",1
"ACACA",3
"ARMC10P1",1
"BET1P1",2
"RNU6-979P",1
"TRDC",1
"TMEM14EP",1
"IL1R1-AS1",1
"FAM95C",1
"TMEM14DP",1
"AL158207.1",1
"IL17REL",3
"AL158207.2",1
"RNU6-978P",1
"MARK2P4",1
"MARK2P6",1
"MARK2P5",1
"MARK2P8",1
"MARK2P9",1
"CAMTA1-IT1",1
"LINC02089",1
"LINC02088",1
"TRIM64EP",1
"LINC02085",1
"LINC02084",1
"LINC02087",1
"TREH",3
"LINC02086",1
"LINC02080",1
"LINC02082",1
"AC004217.1",1
"AL357127.1",1
"AC004217.2",1
"AL357127.2",1
"ZNF385C",3
"RNU6-973P",2
"ZNF385B",3
"HORMAD2",2
"HORMAD1",3
"ZNF385D",3
"AC092667.1",1
"ZNF385A",3
"KRT222",3
"LINC02078",1
"BCKDHA",3
"LINC02077",2
"LINC02079",1
"TRIM64FP",1
"LINC02074",1
"LINC02073",1
"LINC02076",1
"LINC02075",1
"BCKDHB",1
"LINC02070",2
"PEX2",2
"LINC02071",1
"PEX1",1
"GPCPD1",1
"TCTE1",3
"TRDN",2
"MIR489",2
"PEX7",1
"MIR488",1
"NUBPL-DT",1
"ARNILA",2
"MIR485",1
"AL583852.1",1
"MIR484",1
"PEX3",1
"PEX6",1
"MIR483",1
"PEX5",3
"RNU6-972P",2
"FAM99A",1
"OR1R1P",1
"AL359764.2",1
"AL359764.1",1
"AL359764.3",1
"MIR498",1
"MIR497",1
"AL512283.3",1
"MARVELD2",3
"MIR496",1
"AL512283.2",1
"MARVELD1",1
"MIR495",1
"MIR494",1
"AL512283.1",1
"MIR493",1
"MARVELD3",3
"MIR492",1
"MIR491",1
"MIR490",2
"RNU6-975P",1
"FAM99B",1
"LINC02099",1
"LINC02096",1
"LINC02098",1
"OR11I1P",1
"LINC02097",1
"LINC02092",1
"LINC02091",1
"LINC02094",1
"LINC02093",1
"LINC02090",1
"GOLPH3",3
"AC007344.1",1
"GLB1",3
"ACTR6P1",1
"FAM98C",1
"RANGRF",3
"RNU6-974P",2
"AC116361.1",1
"FAM98B",1
"FAM98A",3
"TRIR",3
"GUSBP15",1
"GUSBP14",1
"GUSBP13",1
"TRIO",3
"AC012044.1",1
"GUSBP12",1
"GUSBP11",1
"GLDC",3
"GUSBP10",1
"TRIL",3
"AC010139.1",1
"GOLGA2P3Y",1
"AC025809.1",1
"MIR429",1
"GUSBP19",1
"GUSBP18",1
"GLDN",3
"GUSBP17",1
"MIR425",1
"AC025809.2",1
"GUSBP16",1
"MIR424",2
"MILR1",3
"GLE1",3
"MIR433",1
"MIR432",1
"MIR431",1
"RNU6-993P",1
"SEPTIN14P1",2
"AC008568.2",1
"AC008568.1",1
"AC142384.1",1
"GLCE",3
"PIH1D1",3
"GOLGA2P2Y",1
"AC239798.2",1
"AC239798.1",1
"TRHR",3
"TYRO3",3
"GARS1P1",1
"PIH1D2",3
"AC105052.2",2
"RNU6-992P",1
"AC105052.1",2
"AC105052.4",2
"AC105052.3",2
"AC105052.5",1
"AC092916.2",1
"MIR448",1
"AC092916.1",1
"AC109458.2",1
"GLG1",3
"AC109458.1",1
"AL353789.1",1
"MIR455",1
"MIR454",1
"MIR452",2
"CCDC74BP1",2
"RNU6-995P",2
"SEPTIN14P8",1
"DEPDC1P2",1
"DEPDC1P1",1
"AC090615.1",1
"SEPTIN14P5",1
"AC092666.2",2
"SEPTIN14P4",1
"AC092666.1",2
"SEPTIN14P3",1
"SEPTIN14P2",1
"AC140479.2",1
"AC140479.1",1
"AC021393.1",2
"MIR6769A",1
"MIR6769B",1
"AC090365.1",1
"MIR466",1
"AC006027.1",1
"AC140479.5",1
"AC140479.4",1
"AC140479.3",1
"RNU6-994P",1
"TRMU",3
"AL049766.3",1
"AL049766.2",1
"TRMO",1
"AL049766.1",1
"GLI1",3
"PFAS",3
"AC090125.2",1
"GLI3",1
"GLI2",3
"AC090125.1",1
"GLI4",2
"PITPNA-AS1",1
"GOLGA2P11",1
"NDUFB11P1",1
"AC084838.1",1
"GOLGA2P10",1
"MUC20-OT1",1
"AC016396.2",1
"AC005774.2",1
"AC005774.1",1
"AC016396.1",1
"HSFX2",3
"HSFX1",3
"HSFX4",3
"HSFX3",3
"AL121574.1",2
"ZNF599",1
"ZNF598",3
"ZNF597",3
"ZNF596",1
"ZNF595",3
"ZNF594",1
"ZNF593",3
"ZNF592",1
"GSTO3P",1
"MIR409",1
"HSFY2",1
"AC136619.2",1
"HSFY1",1
"MIR412",1
"AC046129.1",1
"PPP1R26P5",2
"MIR411",1
"MIR410",1
"PPP1R26P4",1
"AC006517.2",1
"PPP1R26P3",2
"AC006517.1",1
"AC136619.1",1
"AC091931.1",1
"COBLP1",2
"ZNF589",1
"PPP1R26P2",1
"RNU6-991P",1
"ZNF587",1
"PPP1R26P1",1
"ZNF586",1
"ZNF584",1
"ZNF583",3
"ZNF582",3
"RNU6-990P",1
"ZNF581",1
"ZNF580",1
"LAPTM5",3
"OR8B10P",1
"SULF1",3
"SULF2",3
"MIR423",1
"MIR421",1
"AL158209.1",1
"KCNIP4-IT1",1
"AC093605.1",1
"ZNF579",1
"ZNF578",3
"ZNF577",1
"ZNF576",1
"ZNF575",3
"ZNF574",1
"ZNF573",3
"AC011455.2",1
"ZNF572",3
"ZNF571",3
"PHLDB1",3
"ZNF56P",1
"AC011455.1",1
"ZNF570",3
"RBISP1",1
"SDR42E1P5",1
"AC008662.1",1
"RBISP2",1
"SDR42E1P4",1
"SDR42E1P3",1
"SDR42E1P2",1
"SDR42E1P1",1
"ZNF569",1
"AC119396.2",1
"ZNF568",3
"ZNF567",1
"AC119396.1",1
"AC011455.8",1
"PHLDA2",3
"ZNF566",1
"ZNF565",3
"PHLDA1",3
"AL669830.1",1
"ZNF564",1
"PHLDA3",3
"ZNF563",3
"ZNF562",1
"ZNF561",1
"ZNF560",3
"AC083855.2",1
"AC083855.1",1
"AC008662.2",1
"PRPF38AP1",1
"PRPF38AP2",1
"ZNF559",1
"ZNF558",3
"ZNF557",1
"AC018653.2",1
"AC018653.1",1
"ZNF556",3
"PHLDB3",1
"AC018653.4",1
"ZNF555",1
"PHLDB2",3
"ZNF554",3
"AC018653.3",1
"ZNF552",1
"ZNF551",2
"ZNF550",1
"AC104463.1",1
"AC117834.1",2
"GLO1",3
"AC104463.2",1
"AC117834.2",2
"ZNF549",1
"ZNF548",1
"ZNF547",1
"ZNF546",3
"ZNF544",3
"ZNF543",3
"ZNF541",1
"CCDC34P1",1
"ZNF540",3
"GLMN",1
"GLMP",3
"SPIRE2",1
"ZNF536",3
"SPIRE1",3
"ZNF534",3
"ZNF532",3
"ZNF530",1
"NFYBP1",1
"C19orf67",1
"TOMM40P2",2
"XKRYP6",1
"TOMM40P1",2
"INSL6",3
"TOMM40P4",1
"TOMM40P3",1
"GM2A",3
"ZNF529",1
"SLC26A4-AS1",2
"ZNF528",3
"ZNF527",1
"ABBA01006766.1",1
"ZNF526",1
"ZNF525",2
"ZNF524",1
"INSL3",3
"ZNF521",3
"INSL5",3
"INSL4",3
"C19orf73",1
"C19orf71",1
"C1QTNF9-AS1",1
"XKRYP1",1
"XKRYP3",1
"XKRYP2",1
"XKRYP5",1
"XKRYP4",1
"OR5BD1P",1
"ZNF519",1
"ZNF517",2
"ZNF516",1
"ZNF514",1
"ZNF513",1
"ZNF512",1
"SMPDL3B",3
"ZNF511",3
"ZNF510",1
"SMPDL3A",1
"C19orf85",1
"C19orf84",1
"AC004945.1",2
"AC005534.1",2
"C19orf81",1
"GLS2",3
"TYRP1",3
"AC106818.1",1
"GLRX",3
"AC106818.2",1
"BACH1-IT2",1
"BACH1-IT1",1
"ZNF507",1
"ZNF506",3
"ZNF503",3
"ZNF502",3
"ZNF501",3
"ZNF500",1
"BACH1-IT3",1
"CLCA3P",1
"AC104619.4",1
"AC009407.1",1
"AC104619.3",1
"AC104619.2",1
"AC104619.1",1
"PFKL",3
"BX276092.9",1
"AL136360.2",1
"BX276092.8",2
"GLRB",3
"BX276092.3",2
"BX276092.2",2
"INSM2",3
"BX276092.1",2
"INSM1",2
"AL136360.1",1
"BX276092.7",2
"BX276092.6",2
"PFKM",3
"BX276092.5",2
"KRT125P",1
"PFKP",3
"BX276092.4",2
"GLTP",3
"AL021937.4",2
"AL021937.3",2
"SYNJ2BP-COX16",1
"AL021937.2",2
"XKRY2",1
"AL021937.1",2
"AC004946.2",2
"AC004946.1",2
"KC877982.1",2
"C19orf25",1
"LRMDA",3
"ZNF609",1
"ZNF608",3
"RUSC2",1
"ZNF607",3
"RUSC1",3
"ZNF606",3
"ZNF605",1
"ZNF600",3
"GLUL",3
"KRT126P",1
"AC044798.1",1
"AC044798.3",1
"AC044798.2",1
"C19orf38",1
"C19orf33",1
"AC091838.1",1
"KRT127P",1
"AC010722.1",1
"AL136361.1",1
"PFN4",3
"PFN1",3
"PFN3",3
"AC013267.1",2
"PFN2",3
"WFDC12",3
"WFDC11",3
"TMEM161B",3
"TMEM161A",3
"C19orf48",1
"AC113137.1",1
"IRF5P1",2
"C19orf44",1
"C19orf47",1
"KRT128P",1
"MIR4315-2",1
"MIR4315-1",1
"WFDC13",3
"C19orf54",1
"C19orf53",1
"AL590483.4",1
"AL590483.3",1
"AL590483.2",1
"AC144548.1",1
"AL590483.1",1
"TEMN3-AS1",1
"CEP57L1P1",1
"AC107886.1",1
"IQANK1",2
"AC004696.2",1
"AC004696.1",1
"KRT24",3
"KRT23",3
"KRT20",3
"KRT28",3
"KRT27",3
"KRT26",3
"KRT25",3
"AC115282.2",1
"AC115282.1",1
"AL139396.1",1
"AC004706.2",1
"AC004706.1",1
"INSRR",3
"KRT35",3
"KRT34",3
"KRT32",3
"KRT31",3
"PIGPP3",1
"PIGPP2",1
"AP001462.1",1
"PIGPP4",1
"AL590639.1",1
"MPPED1",3
"KRT39",3
"KRT38",3
"KRT37",3
"MPPED2",3
"KRT36",3
"AL365445.1",1
"AC004706.3",1
"AC015818.6",1
"AC015818.5",1
"AC015818.8",1
"AC009646.2",2
"AC015818.7",1
"AC009646.1",2
"AC015818.2",1
"AC015818.1",1
"AC055840.1",1
"AC015818.4",1
"AC015818.3",1
"AC015818.9",1
"AL359273.2",1
"AL359273.1",1
"CACNA1C-AS2",1
"CA12",3
"CACNA1C-AS1",1
"CA11",1
"CACNA1C-AS4",1
"CA10",3
"CACNA1C-AS3",1
"KRT13",3
"AL390294.1",1
"KRT12",3
"C19orf18",1
"KRT10",1
"C19orf12",1
"KRT19",3
"KRT18",3
"KRT17",3
"KRT16",3
"KRT15",3
"KRT14",3
"AC079298.2",1
"AC091588.3",1
"AC079298.1",1
"AP006216.1",1
"AC079298.3",1
"AP006216.3",1
"AP006216.2",1
"AC091588.2",1
"AMYH02020865.1",1
"AC091588.1",1
"SNED1-AS1",1
"STUB1-DT",1
"CARMAL",1
"AC064856.1",1
"AC091932.3",1
"RNU6-989P",1
"AC091932.2",1
"AC091932.1",1
"OIP5-AS1",1
"AC091932.4",1
"KRT6C",3
"CA14",3
"KRT6B",3
"CA13",2
"KRT6A",3
"KRT71",3
"AC022960.2",1
"AC022960.1",1
"AC022960.3",1
"KRT79",3
"AC015912.1",1
"TSC2",3
"KRT78",3
"TSC1",1
"KRT77",3
"KRT76",3
"KRT75",3
"AC080080.2",1
"KRT74",3
"AC015912.3",1
"KRT73",3
"AC080080.1",1
"AC015912.2",1
"KRT72",3
"RNU6-988P",1
"AC009500.1",1
"OR11J6P",1
"ZP3P2",2
"ZP3P1",1
"Z98885.3",2
"Z98885.2",2
"KRT40",3
"AC022137.2",2
"AC022137.1",2
"AL031670.1",1
"NF1P12",1
"COBLL1",1
"AC022137.3",2
"NF1P11",1
"NF1P10",1
"PSMA3-AS1",1
"ACBD7",3
"BTNL9",3
"BTNL8",3
"ACBD6",3
"MRTFA-AS1",2
"ACBD5",3
"OR11J7P",1
"ACBD4",1
"AC012533.1",1
"AL161437.1",1
"BTNL3",2
"BTNL2",3
"AL139010.1",1
"MRGBP",3
"Z98885.1",2
"AC107980.1",2
"ACBD3",3
"ETV5-AS1",1
"SCYL3",1
"MIR34C",1
"MIR34B",1
"MIR34A",1
"KAAG1",3
"THA1P",1
"AC021549.1",1
"CA5B",3
"CA5A",3
"KYNU",3
"RNU6-985P",2
"SCYL2",3
"TSHB",3
"SCYL1",3
"TSFM",3
"OR11J5P",1
"JAGN1",3
"AC093014.1",1
"RUSF1",3
"MIR367",1
"HSH2D",3
"MIR363",2
"MIR362",1
"MIR361",1
"RNU6-984P",1
"KRT82",3
"KRT81",3
"KRT80",3
"TUFT1",1
"OR11J2P",1
"TSIX",1
"MRPS11P1",1
"KRT86",3
"KRT85",3
"KRT84",3
"KRT83",3
"MIR369",1
"MIR379",1
"MIR377",1
"AL713899.1",2
"MIR375",1
"GMDS",3
"AL020997.3",1
"AL020997.2",1
"AL020997.5",1
"MIR373",2
"MIR372",2
"AL020997.4",1
"MIR370",1
"AL020997.1",1
"RNU6-987P",1
"AC125421.2",1
"AC125421.1",1
"AC010378.1",1
"TSHR",3
"AL031430.1",1
"AL139156.1",1
"AL139156.3",1
"MIR384",1
"MIR383",1
"AL139156.2",1
"MIR382",1
"MIR381",1
"RNU6-986P",2
"MIR380",1
"AL021937.6",2
"AL021937.5",2
"TUBBP2",1
"TSKS",3
"TUBBP1",1
"GMFB",3
"TUBBP6",1
"TUBBP5",1
"OR11K2P",1
"GMFG",3
"TUBBP3",1
"TUBBP9",2
"TUBBP8",2
"PLS1-AS1",1
"TSKU",3
"TRIM36-IT1",1
"AC136618.2",1
"AC136618.1",1
"AC068726.1",1
"AC027811.1",1
"CTAGE1",3
"LYRM4-AS1",1
"CRAT37",1
"CTAGE4",2
"CTAGE9",2
"TMEM126A",3
"AL445471.1",1
"CTAGE8",2
"AC018802.2",1
"TMEM126B",3
"LIVAR",1
"AC018802.1",1
"CTAGE6",2
"RHOT2",3
"RHOT1",1
"SYNDIG1",3
"AC008567.3",1
"AC008567.2",1
"OR11K1P",1
"TSLP",3
"AC008567.1",1
"AC107398.1",1
"AC018552.3",1
"AC018552.2",1
"AC018552.1",1
"PGA3",1
"PGA5",3
"PGA4",1
"AC097714.1",1
"DLG3-AS1",1
"AL031183.1",2
"ZNF497",3
"ZNF496",1
"NUDT4B",1
"AP003031.1",1
"ANXA8L1",3
"ZNF493",3
"AC137834.1",1
"ZNF492",3
"AC104462.2",1
"AC104462.1",1
"ZNF491",3
"ZNF490",3
"AC137834.2",1
"AC091053.2",1
"MED19",3
"MED16",1
"MED15",3
"MED18",1
"AC091053.1",1
"DMBT1L1",1
"MIR744",1
"MED17",1
"MECP2",3
"MED12",3
"MED11",3
"MED14",3
"MED13",1
"MECOM",3
"MED10",3
"TSPO",3
"ZNF488",3
"ZNF487",1
"ZNF486",3
"PGBP",1
"ZNF485",3
"ZNF484",3
"AL353648.1",1
"ZNF483",3
"CNOT6L",1
"ZNF480",1
"AL445231.1",1
"MIR759",1
"MIR758",1
"MED27",3
"GMIP",1
"MED26",1
"PGM2L1",2
"MED29",3
"MED28",3
"MIR764",1
"MED23",1
"MED22",3
"MED25",3
"MIR762",1
"MIR761",1
"MED24",3
"MIR760",1
"MED21",3
"MED20",1
"AC025164.2",1
"AC090954.1",1
"AC025164.1",1
"AC040936.1",1
"ZNF479",3
"ZNF474",3
"ZNF473",1
"ZNF471",3
"ZNF470",3
"TSR3",3
"GCATP1",1
"LNCOG",1
"MIR769",1
"MIR767",2
"MIR766",1
"MIR765",1
"AC021546.1",2
"MIR770",1
"ZNF469",1
"ZNF468",1
"ZNF467",3
"ARHGAP42-AS1",1
"ZNF462",1
"ZNF461",1
"ZNF460",3
"AC138819.1",1
"NUDT22",3
"NUDT21",3
"AC008171.1",1
"SSR1P2",1
"TSR2",3
"SSR1P1",2
"TSR1",3
"AL137100.2",1
"AL137100.1",1
"AL137100.3",1
"ZNF454",3
"ZNF451",1
"MIR708",1
"GMNN",3
"NUDT11",3
"AC005185.1",1
"NUDT10",3
"HMGB1P8",1
"HMGB1P7",1
"AL160313.2",1
"AL160313.1",1
"HMGB1P9",1
"ZNF449",1
"NUDT19",1
"HMGB1P4",1
"HMGB1P3",1
"NUDT18",1
"HMGB1P6",1
"NUDT17",1
"HMGB1P5",1
"NUDT16",1
"ZNF446",1
"ZNF445",1
"NUDT15",3
"NUDT14",3
"ZNF444",1
"ZNF443",3
"NUDT13",1
"HMGB1P1",1
"ZNF442",3
"NUDT12",1
"ZNF441",3
"ZNF440",1
"AC008817.1",1
"MIR718",2
"GCSHP5",1
"GCSHP4",1
"GCSHP3",1
"GCSHP2",1
"GCSHP1",1
"MIR711",1
"MIR3529",1
"ZNF439",3
"ZNF438",1
"GMNC",1
"ZNF436",1
"ZNF433",3
"ZNF432",1
"ZNF431",1
"ZNF430",1
"AL355315.1",1
"AL669831.7",1
"TMEM121B",3
"AL669831.6",1
"GMPS",3
"GMPR",3
"RBM5-AS1",1
"AL137246.1",1
"AL137246.2",1
"RN7SL828P",1
"MED30",2
"ZNF429",3
"ZNF428",3
"MED31",3
"PGK1",3
"AL669831.5",1
"ZNF426",1
"AL669831.4",1
"ZNF425",3
"AL669831.3",1
"AL669831.2",1
"PGK2",3
"ZNF423",3
"AL669831.1",1
"AL139393.2",1
"AL139393.1",1
"ZNF420",1
"ALG1L2",1
"TMEM120B",1
"AC079780.1",1
"TMEM120A",3
"RN7SL827P",1
"ZNF419",1
"ZNF418",3
"OR5BE1P",1
"ZNF417",1
"ZNF416",1
"ZNF415",3
"ZNF414",1
"SCG5-AS1",1
"ZNF410",3
"AC004690.2",2
"AC004690.1",2
"MIPEP",3
"RN7SL826P",2
"AL353742.1",1
"RNU6-917P",1
"AC107398.5",1
"ZNF408",1
"AC107398.4",1
"AC107398.3",1
"ZNF407",1
"AC107398.2",1
"PGM3",3
"PGM2",3
"ZNF404",3
"PGM5",3
"PGLS",3
"YAF2",1
"PGM1",3
"RN7SL825P",1
"PMIS2",1
"AL121821.1",1
"LAMTOR3P2",1
"LAMTOR3P1",1
"AL121821.3",1
"AL121821.2",1
"MIR7-3",1
"MIR7-2",1
"MIR7-1",1
"TFIP11",2
"AC004846.1",1
"RNU6-916P",1
"AL136418.1",1
"AC004846.2",1
"YAE1",3
"AC009396.3",1
"AC009396.2",1
"RN7SL824P",1
"AC009396.1",1
"ACCSL",3
"AC115088.1",2
"FOXRED1",3
"FOXRED2",3
"AC073525.1",1
"IGHD4-23",1
"RN7SL823P",1
"RNU6-919P",1
"AC245047.5",1
"RNU6-918P",1
"AC245047.4",1
"AC245047.3",1
"CAHM",1
"AC245047.2",1
"AC245047.1",1
"Z98747.1",1
"KRT42P",1
"RN7SL822P",1
"AL109947.1",1
"AC104129.1",1
"SNRPD2",3
"SNRPD1",3
"RNU6-913P",1
"SNRPD3",3
"KRT41P",1
"ABI1P1",1
"RAD52P1",1
"RNU6-912P",2
"AC245140.1",2
"AC004597.1",1
"FAM76B",1
"FAM76A",1
"GGNBP1",1
"GGNBP2",3
"RN7SL820P",1
"AC245140.3",2
"AC245140.2",2
"GSPT2",1
"GSPT1",3
"AC103874.1",1
"RNU6-915P",1
"PGS1",3
"AC108081.1",1
"AL133370.1",1
"AL133370.2",1
"MIR1915HG",1
"AP001363.1",1
"KRT43P",1
"TSPEAR-AS2",1
"AP001363.2",1
"FAM78B",3
"FAM78A",3
"TSPEAR-AS1",1
"AC010723.1",1
"CALY",3
"RNU6-914P",2
"CALU",3
"CALR",3
"CDC37L1-DT",1
"MEDAG",3
"MAP1LC3B",3
"MAP1LC3A",3
"MAP1LC3C",3
"HSPB1P1",1
"CAMP",3
"HSPB1P2",1
"HTATIP2",3
"MAP1LC3P",1
"CAP1",3
"AL035404.2",1
"AL035404.1",1
"AL135923.1",1
"AL135923.2",1
"AL354821.1",1
"CANX",3
"YAP1",2
"CAPG",3
"AC096636.1",1
"RNU6-911P",2
"AC006994.1",1
"AC091939.1",1
"CAP2",3
"GABBR2",3
"GABBR1",3
"LARP7P4",1
"LARP7P1",1
"TTC1",3
"LARP7P3",1
"NAPA-AS1",1
"LARP7P2",1
"AC092131.1",1
"TTC9",3
"TTC8",1
"TTC6",3
"TTC5",1
"TTC4",3
"TTC3",3
"AC027228.2",1
"AC108477.2",1
"AC108477.1",1
"AC027228.1",1
"RTN4IP1",1
"RNU6-910P",1
"AC027228.3",1
"CAPS",3
"TTF2",3
"AC007342.1",1
"MRPS10P2",1
"TTF1",1
"CARF",1
"MRPS10P1",1
"AC002543.1",2
"CAST",3
"CASR",3
"AC105290.1",1
"CASK",1
"AC016747.4",1
"AC016747.3",1
"AC016747.2",1
"AC016747.1",1
"TSNARE1",2
"GNAZ",3
"AL157955.1",1
"FAM71D",3
"RHPN1",2
"RHPN2",3
"FAM71C",3
"FAM71B",3
"FAM71A",3
"CAV3",3
"CAV2",3
"CAV1",3
"CNOT10",3
"Z98257.2",1
"Z98257.1",1
"VN2R9P",1
"AC007342.5",1
"AC007342.4",1
"PTMAP10",2
"AC007342.3",1
"AC007342.2",1
"GNAL",3
"AP001269.2",1
"AC007342.9",1
"AC007342.8",1
"AP001269.1",1
"CNOT11",3
"GNAQ",1
"AC007342.7",1
"GNB2",3
"GNB1",3
"AC007342.6",1
"GNAS",3
"GNB4",3
"GNB3",1
"PTMAP15",2
"AP001269.4",1
"AP001269.3",1
"GNB5",3
"PTMAP12",1
"PTMAP11",1
"AC016591.1",1
"SLC35E2B",1
"SLC35E2A",1
"SNRPA1-DT",1
"AL031673.1",1
"AC020718.1",1
"AC016987.2",1
"AC016987.1",1
"IDI2-AS1",1
"AC013460.1",1
"MYO18B",2
"MYO18A",3
"AL513123.1",2
"PDPK1",3
"AC116021.1",1
"AC016601.1",1
