HGNC_Symbol,log2R_CNA,Z_Score
AL591503.1,2,-0.0090
HMGN1P38,4,-0.0071
HMGN1P37,2,-0.0090
HMGN1P36,3,-0.0079
NADK2,3,-0.0015
HMGN1P35,2,-0.0090
HMGN1P34,2,-0.0089
HMGN1P33,2,-0.0090
HMGN1P32,7,-0.0089
HMGN1P31,3,-0.0090
HMGN1P30,3,-0.0089
AC021006.2,2,-0.0090
AC021006.1,2,-0.0090
AL645729.1,6,-0.0079
AL583825.1,NA,-0.0090
RNU6-580P,3,-0.0078
RETREG1-AS1,3,-0.0086
HAX1,3,0.0313
MTRF1L,2,-0.0073
AHDC1,6,-0.0008
RPS6KB2-AS1,2,-0.0090
RNU6-583P,3,-0.0086
MAK16,3,-0.0027
B3GALT1-AS1,3,-0.0089
AP002884.2,2,-0.0090
EAF1-AS1,5,-0.0089
AP002884.1,2,-0.0089
AP002884.3,2,-0.0089
TRIM43B,3,-0.0090
RNU6-582P,3,-0.0090
AL031600.3,3,-0.0090
CTNS,3,0.0005
OR2BH1P,2,-0.0090
AL031600.2,3,-0.0081
AL031600.1,3,-0.0057
MTRES1,2,-0.0041
AL513174.1,2,-0.0090
CU633980.1,2,-0.0090
AC097381.3,3,-0.0090
AC097381.2,3,-0.0090
AC010177.1,3,-0.0090
PPIAP9,3,-0.0090
PPIAP8,3,-0.0090
AC097381.1,3,-0.0086
CCNB1IP1P3,2,-0.0090
CCNB1IP1P2,4,-0.0090
CCNB1IP1P1,5,-0.0089
ACVR1,3,0.0109
AL591742.2,NA,-0.0090
AL591742.1,3,-0.0090
AL355612.1,3,-0.0085
AC023403.1,3,-0.0090
ANKRD10-IT1,2,-0.0005
AL355997.1,2,-0.0090
TACR3-AS1,3,-0.0090
ALPK3,4,-0.0089
ALPK2,3,-0.0048
ALPK1,3,-0.0067
ZFY-AS1,1,-0.0089
AL031591.2,5,-0.0090
AC067931.2,3,-0.0087
AL031591.1,5,-0.0090
AC067931.1,3,-0.0086
CTR9,2,0.0011
AC063965.2,2,-0.0066
AC063965.1,2,-0.0090
AL049552.1,2,-0.0078
AL049552.2,2,-0.0087
HIVEP1,5,-0.0008
HIVEP3,5,-0.0074
TMDD1,NA,-0.0089
HIVEP2,2,-0.0003
CUL1P1,4,-0.0090
AL022724.1,5,-0.0090
CTSA,4,0.0322
AC019084.1,2,-0.0089
AC138749.7,4,-0.0090
AL022724.3,5,-0.0089
AL022724.2,5,-0.0089
CTRL,3,-0.0090
AC138749.3,4,-0.0090
AC138749.2,4,-0.0090
AC138749.4,4,-0.0090
RPAP2P1,2,-0.0088
AC008014.1,4,-0.0087
CTRC,6,-0.0090
AC138749.1,4,-0.0090
CTSZ,4,0.3642
PIGO-AS1,2,-0.0089
AL450442.1,4,-0.0090
CTSW,2,-0.0084
CTSV,2,-0.0077
CTSS,3,-0.0077
CTSO,3,0.0078
CTSL,2,0.0156
NEK2P1,4,-0.0090
CTSK,3,-0.0064
AC097537.1,3,-0.0090
PIPSL,2,-0.0088
CTSH,4,-0.0010
CTSG,4,-0.0090
CTSF,2,0.0176
CTSE,3,-0.0090
AL591888.1,NA,-0.0090
CTSD,2,0.2941
CTSC,2,-0.0050
CTSB,3,0.1262
AC090283.1,4,-0.0090
PLAAT1,5,-0.0070
AC012574.2,3,-0.0090
NEK2P2,3,-0.0090
AC012574.1,3,-0.0088
PLAAT3,2,-0.0025
HBA2,3,-0.0090
PLAAT2,2,-0.0088
HBA1,3,-0.0090
NEK2P4,3,-0.0090
PLAAT5,2,-0.0090
CAP2P1,4,-0.0084
PLAAT4,2,0.0009
AL049792.1,2,-0.0090
CTU2,3,-0.0028
CTU1,2,-0.0079
CTTN,2,0.0299
LNP1,5,-0.0065
AL161941.1,4,-0.0090
MARCHF2,8,0.0153
MARCHF1,3,-0.0084
AC073335.1,2,-0.0090
AL513423.1,2,-0.0089
FAM90A20P,3,-0.0090
GNA14-AS1,2,-0.0090
AC020907.1,5,-0.0090
AC020907.3,5,-0.0090
MARCHF8,3,-0.0012
AC020907.2,5,-0.0090
MARCHF7,3,0.0178
AC020897.1,2,-0.0090
AC020907.5,5,-0.0089
MARCHF9,3,-0.0041
AC020907.4,5,-0.0082
MARCHF4,3,-0.0076
AC020907.6,5,-0.0090
MARCHF3,4,-0.0077
MARCHF6,3,0.0113
LNPK,3,0.0117
AASDHPPT,2,-0.0020
AC046144.1,5,-0.0090
MARCHF5,2,-0.0034
FAM135A-AS1,5,-0.0086
AC011840.3,3,-0.0089
AC011840.2,3,-0.0090
AC011840.1,3,-0.0090
AC011840.5,3,-0.0089
AC011840.4,3,-0.0090
SCARB2,3,0.0260
SCARB1,3,0.0066
GXYLT1,4,-0.0048
GXYLT2,4,0.0203
FAM90A22P,3,-0.0090
LRRC2-AS1,4,-0.0090
IGKV3-34,3,-0.0090
IGKV3-31,3,-0.0090
SCARA3,3,-0.0041
ZGPAT,4,-0.0064
SCARA5,3,-0.0090
AC073575.2,3,-0.0089
AC073575.1,3,-0.0083
AC079841.2,4,-0.0089
AC104162.1,4,-0.0087
CTNNBL1P1,2,-0.0090
AC079841.1,4,-0.0090
HBE1,2,-0.0090
FAM90A21P,3,-0.0090
ANKRD11P1,3,-0.0090
ANKRD11P2,2,-0.0090
AC008494.2,4,-0.0087
AC008494.1,4,-0.0087
AC008494.3,4,-0.0086
AC093422.1,3,-0.0085
AP005380.1,3,-0.0090
C10orf71-AS1,2,-0.0090
AC093422.2,3,-0.0089
IGKV3-15,3,-0.0090
MTND4P2,2,-0.0090
MTND4P1,2,-0.0090
MTND4P4,2,-0.0090
EIF4EBP1P1,4,-0.0080
MTND4P3,2,-0.0090
IGKV3-11,3,-0.0090
MTND4P6,2,-0.0090
MTND4P5,2,-0.0090
MTND4P8,3,-0.0090
FAM90A24P,3,-0.0090
MTND4P7,3,-0.0084
MTND4P9,3,-0.0090
HBG2,2,-0.0090
PTGER4P3,3,-0.0090
HBG1,2,-0.0090
PTGER4P2,3,-0.0090
Z84486.1,NA,-0.0090
IGKV3-25,3,-0.0090
IGKV3-20,3,-0.0090
FAM90A23P,3,-0.0090
AL121894.1,4,-0.0090
AL121894.3,4,-0.0090
AL121894.2,4,-0.0088
CLCP1,5,-0.0090
CLCP2,2,-0.0087
AC090679.2,4,-0.0090
AC243773.1,2,-0.0090
AC090679.1,4,-0.0090
AC233300.1,2,-0.0073
AL353704.2,2,-0.0090
AL353704.1,2,-0.0089
AC079601.2,4,-0.0084
AC079601.1,4,-0.0088
BUD23,2,-0.0034
SCARF2,7,0.0175
AC066616.2,4,-0.0090
AC066616.1,4,-0.0090
AC090679.3,NA,-0.0090
SCARF1,3,-0.0088
AC243773.2,2,-0.0089
GALNT9,3,-0.0090
GALNT8,3,-0.0090
AC025465.1,4,-0.0090
AC025465.3,4,-0.0090
AL121904.2,4,-0.0090
AC025465.2,4,-0.0090
AL121904.1,4,-0.0090
MRPL53P1,3,-0.0073
BUD31,2,0.0005
AC009238.3,3,-0.0090
AC009238.2,3,-0.0090
AC009238.1,3,-0.0090
AC025465.4,4,-0.0090
AC079987.1,2,-0.0090
INTS4P2,2,-0.0087
INTS4P1,2,-0.0087
AC113430.1,3,-0.0090
TLCD4-RWDD3,4,-0.0089
MTA3P1,3,-0.0090
FAM90A25P,3,-0.0089
CLCN3,3,0.0144
CLCN2,4,-0.0074
CLCN1,2,-0.0090
AC233290.2,4,-0.0090
AC233290.1,4,-0.0090
FAM90A28P,7,-0.0090
AC134878.2,1,-0.0077
AC134878.1,1,-0.0090
GALNT7,3,-0.0022
GALNT6,3,-0.0048
GALNT5,3,-0.0050
GALNT4,4,-0.0089
GALNT3,3,-0.0088
GALNT2,3,0.0237
GALNT1,3,0.0153
AL136455.1,4,-0.0090
PEDS1,4,0.0002
BPESC1,5,-0.0090
PPIAP5,4,-0.0090
CLCN7,3,0.0059
PPIAP4,4,-0.0083
CLCN6,6,0.0067
CLCN5,2,-0.0052
PPIAP7,4,-0.0090
CLCN4,2,-0.0063
PPIAP6,4,-0.0087
PPIAP1,4,-0.0090
FAM131C,6,-0.0087
FAM131B,2,-0.0088
PPIAP3,4,-0.0090
PPIAP2,4,-0.0083
FAM131A,4,-0.0062
LNX1,3,-0.0083
FAM90A27P,7,-0.0090
BUD13,2,0.0020
LNX2,2,-0.0055
PPIAP34,6,-0.0089
CYFIP2,3,-0.0075
CYFIP1,4,0.0186
PPIAP33,2,-0.0090
PPIAP36,5,-0.0089
PPIAP35,5,-0.0090
PPIAP38,2,-0.0090
PPIAP37,3,-0.0090
PPIAP39,2,-0.0090
PPIAP30,2,-0.0088
PPIAP32,2,-0.0090
PPIAP31,2,-0.0081
TMEM92-AS1,4,-0.0074
NME2P3,2,-0.0090
NME2P2,3,-0.0090
NME2P1,3,-0.0083
PPIAP45,4,-0.0090
CUBN,2,-0.0069
PPIAP44,4,-0.0088
PPIAP47,4,-0.0089
PPIAP46,4,-0.0090
PPIAP49,3,-0.0090
PPIAP48,3,-0.0089
PDE4DIPP9,6,-0.0090
PPIAP41,2,-0.0081
PPIAP40,2,-0.0088
PDE4DIPP8,6,-0.0090
PPIAP43,2,-0.0089
PPIAP42,2,-0.0079
PDE4DIPP5,3,-0.0090
PDE4DIPP4,4,-0.0090
PDE4DIPP7,3,-0.0090
PDE4DIPP6,3,-0.0076
PDE4DIPP1,3,-0.0090
AC096708.3,3,-0.0085
AC096708.2,3,-0.0087
PDE4DIPP3,3,-0.0090
PDE4DIPP2,4,-0.0066
MED6P1,2,-0.0090
AC096708.1,3,-0.0088
AC093912.1,4,-0.0090
PPIAP56,3,-0.0090
PPIAP55,4,-0.0090
PPIAP58,2,-0.0090
MTCO3P9,3,-0.0090
MTCO3P8,2,-0.0090
PPIAP57,3,-0.0090
PPIAP59,2,-0.0090
MTCO3P2,2,-0.0090
MTCO3P1,3,-0.0090
PPIAP50,3,-0.0090
PPIAP52,3,-0.0082
MTCO3P7,3,-0.0090
AC009477.1,3,-0.0090
PPIAP51,3,-0.0083
MTCO3P5,3,-0.0090
FAM149A,3,-0.0087
PPIAP54,8,-0.0082
PPIAP53,3,-0.0073
MTCO3P4,2,-0.0090
AC132825.6,NA,-0.0090
AL359233.1,4,-0.0089
RIC8A,2,0.0121
AC132825.5,NA,-0.0090
AC024230.1,3,-0.0090
RIC8B,3,-0.0052
AC132825.7,NA,-0.0090
AC132825.2,4,-0.0090
AC132825.1,4,-0.0090
AC092106.1,3,-0.0090
AC132825.4,3,-0.0090
AC132825.3,3,-0.0090
HBQ1,3,-0.0089
AC022325.2,NA,-0.0090
AC022325.1,3,-0.0090
AC008982.2,2,-0.0053
AC008982.1,2,-0.0090
PPIAP67,3,-0.0086
PPIAP66,3,-0.0089
PPIAP69,4,-0.0090
PPIAP68,3,-0.0090
PPIAP60,3,-0.0090
PPIAP63,3,-0.0090
PPIAP62,3,-0.0090
ST6GALNAC4P1,2,-0.0085
PPIAP65,3,-0.0090
PPIAP64,3,-0.0090
SSU72P8,2,-0.0090
SSU72P7,2,-0.0090
SSU72P6,2,-0.0090
SSU72P5,2,-0.0090
HBP1,2,0.0055
AC103968.1,4,-0.0090
SSU72P4,2,-0.0090
AC110053.1,3,-0.0090
SSU72P3,2,-0.0090
SSU72P2,2,-0.0090
SSU72P1,2,-0.0090
AC011495.1,2,-0.0083
AC011495.3,2,-0.0090
AC011495.2,2,-0.0090
AL023802.1,4,-0.0090
C11orf98,2,-0.0090
AL390877.2,4,-0.0089
AL390877.1,4,-0.0088
C11orf97,2,-0.0090
C11orf96,2,-0.0068
ANKRD30BP2,4,-0.0090
ANKRD30BP1,4,-0.0090
ALKBH3-AS1,2,-0.0086
C11orf94,2,-0.0084
C11orf91,2,-0.0085
RNU5E-3P,3,-0.0081
ANKRD30BP3,3,-0.0090
AL021397.1,3,-0.0089
AC034139.1,3,-0.0088
RNU5E-5P,3,-0.0090
SLC28A2-AS1,4,-0.0085
AL357568.1,3,-0.0090
AC067838.1,3,-0.0080
C11orf87,2,-0.0087
C11orf86,2,-0.0090
C11orf80,2,-0.0077
RNU5E-4P,6,0.0129
CCL14,2,-0.0090
PPIAP11,3,-0.0084
CCL13,2,-0.0089
PPIAP14,3,-0.0090
AC008742.1,5,-0.0089
CCL11,2,-0.0090
PPIAP13,2,-0.0088
PPIAP16,4,-0.0088
PPIAP15,5,-0.0090
PPIAP17,4,-0.0090
C11orf68,2,0.0123
PPIAP10,4,-0.0090
AC027277.2,3,-0.0084
AC027277.1,3,-0.0090
C11orf71,2,-0.0078
Z84488.1,2,-0.0090
CCL19,2,-0.0090
CCL18,2,-0.0090
CCL17,3,-0.0090
CCL16,2,-0.0090
CCL15,2,-0.0090
CCL25,3,-0.0090
PPIAP23,2,-0.0090
CCL24,2,-0.0090
PPIAP22,4,0.0005
PPIAP25,2,-0.0090
CCL23,2,-0.0090
CCL22,3,-0.0090
PPIAP24,2,-0.0090
PPIAP27,2,-0.0090
CCL21,2,-0.0090
CCL20,3,-0.0088
PPIAP26,2,-0.0090
PPIAP29,3,-0.0080
AL357172.1,4,-0.0090
PPIAP28,2,-0.0090
AL354928.1,2,-0.0090
C11orf58,2,0.0049
AL021407.2,4,-0.0090
AL021407.1,4,-0.0090
PPIAP21,4,-0.0090
PPIAP20,3,-0.0085
C11orf65,2,-0.0085
IL10RB-DT,4,-0.0088
PPIAP19,2,-0.0090
AC096552.1,3,-0.0085
CCL28,3,0.0004
CCL27,2,-0.0090
CCL26,2,-0.0069
BX664725.1,3,-0.0090
RNU5E-8P,5,-0.0090
UHRF1BP1L,3,0.0012
STKLD1,2,-0.0084
C11orf49,2,-0.0051
C11orf45,2,-0.0087
C11orf54,2,-0.0080
C11orf53,2,-0.0090
C11orf52,2,-0.0090
RPS20P5,5,-0.0090
RPS20P9,3,-0.0059
AC020908.2,3,-0.0090
AC020908.1,3,-0.0087
KRTAP3-3,4,-0.0090
KRTAP3-2,4,-0.0090
AC020908.3,3,-0.0084
RPS20P4,3,-0.0050
RNU6-597P,4,-0.0086
KRTAP3-1,4,-0.0090
RPS20P2,3,-0.0087
RPS20P1,4,-0.0090
MAILR,3,-0.0087
RNU5E-9P,3,-0.0090
AC010522.1,2,-0.0090
C11orf42,2,-0.0088
TBC1D22A-DT,7,0.0085
Z93242.1,2,-0.0090
C11orf40,2,-0.0090
RNU6-596P,3,-0.0090
CUL9,4,0.0007
CUL7,4,0.0275
RNU5E-6P,5,-0.0090
CUL5,2,0.0008
CUL3,3,0.0000
ERV3-1,2,-0.0076
CUL2,2,0.0016
CUL1,2,0.0066
C11orf24,2,0.0145
ALG1L3P,3,-0.0090
OR4P1P,2,-0.0090
NACC2,2,0.0000
NACC1,7,0.0279
RNU6-599P,2,-0.0090
RNU5E-7P,3,-0.0090
BTN2A2,3,-0.0038
BTN2A1,3,0.0015
DST-AS1,3,-0.0079
NACA2,4,-0.0086
AL356585.4,NA,-0.0090
AL356585.3,NA,-0.0090
C11orf16,2,-0.0089
AL356585.2,NA,-0.0090
AL356585.1,NA,-0.0089
AL031985.2,6,-0.0088
C11orf21,2,-0.0087
AL031985.1,6,-0.0090
AL139094.1,5,-0.0087
AP001329.1,3,-0.0090
NACAD,2,-0.0079
RNU6-598P,2,-0.0088
AL031985.4,NA,-0.0088
AL031985.3,6,-0.0079
PPIAP78,4,-0.0090
RNU6-593P,2,-0.0075
PPIAP77,3,-0.0090
PPIAP79,4,-0.0090
AP000345.3,5,-0.0090
PPIAP70,4,-0.0088
PPIAP72,5,-0.0082
PPIAP71,4,-0.0087
PPIAP74,5,-0.0089
AP000345.2,5,-0.0090
PPIAP73,5,-0.0089
MAIP1,3,-0.0022
AP000345.1,5,-0.0090
PPIAP76,3,-0.0090
PPIAP75,5,-0.0090
ALG1L5P,2,-0.0090
PPIAP89,2,-0.0090
AC026784.1,4,-0.0090
PPIAP88,2,-0.0090
RNU6-592P,2,-0.0090
DTX3L,4,0.0124
PPIAP81,2,-0.0089
PPIAP80,2,-0.0090
PPIAP83,2,-0.0090
PPIAP82,2,-0.0090
PPIAP85,3,-0.0090
PPIAP84,3,-0.0090
PPIAP87,2,-0.0088
PPIAP86,3,-0.0090
GLYATL1B,2,-0.0089
AC013410.2,3,-0.0090
AC013410.1,3,-0.0090
BHLHE40-AS1,5,-0.0088
AC092440.1,3,-0.0090
NRIP3-DT,2,-0.0090
PPIAP91,2,-0.0087
PPIAP93,2,-0.0090
AL591504.2,3,-0.0090
AL591504.1,3,-0.0090
REPIN1,2,0.0057
VWA8P1,3,-0.0090
AL772307.1,1,-0.0090
ALG1L7P,3,-0.0089
PPIAP90,2,-0.0088
RNU6-595P,4,-0.0070
AL357078.2,3,-0.0087
AL357078.1,3,-0.0090
TSPAN18-AS1,2,-0.0090
AC084882.1,4,-0.0090
AC020658.2,4,-0.0090
AC006441.5,4,-0.0090
AC020658.1,4,-0.0090
AC020658.4,4,-0.0089
AC023787.3,NA,-0.0090
AC020658.3,4,-0.0090
AC023787.2,NA,-0.0090
AC020658.6,4,-0.0089
AC006441.2,4,-0.0090
AC023787.1,NA,-0.0090
AC020658.5,4,-0.0090
AC006441.1,4,-0.0067
AC006441.4,4,-0.0090
AC020658.7,4,-0.0089
SCART1,2,-0.0083
AC006441.3,4,-0.0090
ALG1L6P,5,0.0032
AC009967.1,3,-0.0087
PRKCH-AS1,4,-0.0090
DPPA5P1,4,-0.0088
CR769767.1,1,-0.0090
AL513422.1,2,-0.0090
DPPA5P2,4,-0.0089
ALG1L9P,2,-0.0086
DPPA5P4,4,-0.0089
BX088651.1,2,-0.0090
GLCCI1-DT,2,-0.0089
BX088651.4,2,-0.0090
BX088651.3,2,-0.0090
BX088651.2,2,-0.0090
AC005614.2,4,-0.0090
AC005614.1,4,-0.0090
NLRP7P1,2,-0.0090
AL121655.1,3,-0.0081
ALG1L8P,2,-0.0088
GSTP1P1,3,-0.0089
AP002490.2,2,-0.0089
AP002490.1,2,-0.0087
SMILR,3,-0.0059
AC090774.2,3,-0.0090
SMIM3,3,0.0054
CUTA,4,0.0616
SMIM2,2,-0.0090
AC090774.1,3,-0.0090
SMIM5,4,-0.0083
AC008013.1,4,-0.0079
RNU6-591P,2,-0.0090
SMIM4,4,-0.0012
SMIM1,4,-0.0085
SMIM7,3,-0.0022
SMIM6,4,-0.0077
SMIM9,2,-0.0090
SMIM8,2,-0.0082
AC243772.2,3,-0.0090
AC243772.1,3,-0.0090
AL353705.1,2,-0.0090
AL353705.3,2,-0.0090
AC079602.1,3,-0.0090
AL353705.2,2,-0.0090
AC079602.3,3,-0.0090
AC079602.2,3,-0.0090
AC243772.3,3,-0.0090
RNU6-590P,4,-0.0090
AKR1B10,2,-0.0037
AC079988.1,3,-0.0089
TRBJ2-2P,2,-0.0090
AKR1B15,2,-0.0087
TMCC3,3,-0.0079
ADGRD1-AS1,3,-0.0090
TMCC2,3,-0.0063
TMCC1,5,-0.0039
CUTC,2,0.0013
HSPE1P13,3,-0.0077
HSPE1P12,4,-0.0090
HSPE1P14,3,-0.0090
HSPE1P16,2,-0.0090
HSPE1P19,5,-0.0090
HSPE1P18,2,-0.0090
HCCS,2,0.0035
CCKAR,3,-0.0090
AC046143.1,4,-0.0076
NOLC1P1,NA,-0.0087
HSPE1P20,3,-0.0090
HSPE1P22,2,-0.0089
HSPE1P21,2,-0.0090
MIR3659HG,6,-0.0087
AC046143.2,4,-0.0061
TSC22D4,2,-0.0003
BTN3A1,3,-0.0028
TSC22D1,2,0.0162
TSC22D3,2,0.0117
TSC22D2,5,-0.0007
IZUMO1R,2,-0.0090
BTN3A3,3,-0.0059
BTN3A2,3,-0.0053
DCSTAMP,3,-0.0088
AC025810.1,3,-0.0090
CCKBR,2,-0.0090
RBM12B,3,-0.0007
AL355361.1,NA,-0.0090
AC008013.3,4,-0.0088
AC008013.2,4,-0.0088
HSPE1P11,4,-0.0078
HSPE1P10,4,-0.0090
PRIM2,3,-0.0037
AL122003.2,NA,-0.0090
AL122003.1,3,-0.0090
PRIM1,3,-0.0038
AL356095.2,2,-0.0090
AL356095.1,2,-0.0090
AL356095.3,2,-0.0090
AC253536.5,5,-0.0090
AC253536.4,5,-0.0090
AC253536.7,5,-0.0090
AC253536.6,5,-0.0080
AC253536.1,5,-0.0086
RBM15B,4,0.0118
AC253536.3,5,-0.0001
CUX2,3,-0.0090
AC253536.2,5,-0.0089
AL160279.1,2,-0.0090
CUX1,2,-0.0019
AC004870.4,2,-0.0088
AC004870.3,2,-0.0090
AC004870.2,2,-0.0090
AC004870.1,2,-0.0090
AC092835.1,3,-0.0044
SPOPL-DT,3,-0.0078
AC099681.2,2,-0.0090
AC099681.1,2,-0.0089
AC099681.3,2,-0.0090
AC104411.1,5,-0.0090
CAP1P2,3,-0.0082
CAP1P1,5,-0.0079
MGC32805,4,-0.0090
AC093423.2,4,-0.0087
AC093423.1,4,-0.0087
AC093423.3,4,-0.0090
EPDR1,2,0.0306
HCG4,4,-0.0089
HCG9,4,-0.0088
SELENOO,2,-0.0031
SELENON,6,0.0429
SELENOM,6,0.0402
SELENOS,4,0.0128
SELENOP,3,-0.0074
SELENOW,2,0.0020
SELENOV,4,-0.0090
SELENOT,5,0.0269
Z82186.1,2,-0.0090
MIR9500,3,-0.0090
CT45A11P,2,-0.0090
AC021736.1,3,-0.0090
RNF5P1,3,-0.0079
AC006348.1,NA,-0.0090
GGTA2P,4,-0.0087
HSPE1P24,6,-0.0090
AC108047.1,3,-0.0089
AC026304.1,5,-0.0090
HSPE1P23,3,-0.0090
HSPE1P26,2,-0.0082
HSPE1P25,4,-0.0074
HSPE1P28,2,-0.0085
SMURF2,4,0.0150
HSPE1P27,6,-0.0045
SMURF1,2,-0.0000
AL590426.1,3,-0.0089
ACTRT1P1,2,-0.0090
LIN28B,2,-0.0090
LIN28A,6,-0.0089
ATG16L2,2,-0.0064
ATG16L1,3,0.0084
AC011505.1,NA,-0.0090
AC241377.3,4,-0.0088
AC241377.2,4,-0.0090
AC241377.1,4,-0.0090
AC241377.4,4,-0.0089
PCDHGB7,3,-0.0086
PCDHGB6,3,-0.0088
PCDHGB5,3,-0.0083
PCDHGB4,3,-0.0084
PCDHGB3,3,-0.0087
PCDHGB2,3,-0.0084
GTDC1,3,-0.0064
AC246817.2,3,-0.0090
DTWD2,4,-0.0049
AC246817.1,3,-0.0090
DTWD1,4,-0.0054
CSTF3-DT,2,-0.0089
AL138995.1,4,-0.0088
MTND3P1,2,-0.0090
AL157384.1,2,-0.0089
MTND3P3,3,-0.0090
MTND3P2,2,-0.0090
MTND3P5,3,-0.0090
MTND3P4,2,-0.0090
MTND3P7,5,-0.0090
MTND3P6,5,-0.0090
MTND3P9,3,-0.0090
MTND3P8,3,-0.0090
PCDHGA8,3,-0.0088
PCDHGA7,3,-0.0079
PCDHGA6,3,-0.0087
PCDHGA5,3,-0.0088
PCDHGA4,3,-0.0077
PCDHGA3,3,-0.0088
PCDHGA2,3,-0.0087
PCDHGA1,3,-0.0088
AL133325.1,4,-0.0090
AC093663.2,3,-0.0089
AC093663.1,3,-0.0090
AL133325.3,4,-0.0078
AL133325.2,4,-0.0089
PCDHGA9,3,-0.0086
HKDC1,2,-0.0084
PCDHGB1,3,-0.0084
AC008649.2,6,0.0025
AC008649.1,6,-0.0090
HCN4,4,-0.0090
AC009081.1,3,-0.0090
AL023553.1,3,-0.0090
HCN3,3,-0.0080
AC066615.1,4,-0.0090
AC009081.2,3,-0.0090
AL121895.2,4,-0.0090
AL121895.1,4,-0.0088
SELENOF,3,0.0564
SELENOK,4,0.0140
SELENOI,3,-0.0011
SELENOH,2,-0.0060
ELOVL2-AS1,5,-0.0090
AL732618.1,3,-0.0090
PCDHGC5,3,-0.0083
AC009237.9,3,-0.0090
B3GAT3,2,0.0188
B3GAT2,5,-0.0089
PCDHGC4,3,-0.0080
AC009237.8,3,-0.0071
B3GAT1,2,-0.0090
PCDHGC3,3,0.0249
AC009237.7,3,-0.0090
AL442644.2,NA,-0.0090
AC009237.6,3,-0.0090
AC009237.5,3,-0.0089
AL442644.1,2,-0.0090
AC009237.4,3,-0.0090
AC009237.3,3,-0.0070
AC009237.2,3,-0.0090
AC009237.1,3,-0.0090
HCN2,2,-0.0068
HCN1,3,-0.0090
AC005324.5,3,-0.0090
HCP5,3,-0.0087
AC005324.4,3,-0.0088
MTCO2P9,3,-0.0090
ST3GAL1-DT,3,-0.0081
MTCO2P4,3,-0.0090
MTCO2P3,2,-0.0090
MTCO2P2,3,-0.0076
MTCO2P1,4,-0.0090
AC005324.1,3,-0.0090
MTCO2P8,2,-0.0090
AL162727.1,2,-0.0080
MTCO2P7,3,-0.0090
MTCO2P6,5,-0.0090
AC005324.3,3,-0.0090
AL162727.3,NA,-0.0085
MTCO2P5,3,-0.0090
AC005324.2,3,-0.0089
AL162727.2,2,-0.0084
AP002847.1,3,-0.0086
SECISBP2,2,-0.0041
AC087533.1,3,-0.0089
AL645927.1,4,-0.0090
LARS2,4,-0.0049
ELAVL4-AS1,5,-0.0090
LARS1,3,0.0051
AC100835.2,4,-0.0090
AC100835.1,4,-0.0085
LARP1,3,0.0279
AC013402.3,3,-0.0090
AC013402.2,3,-0.0090
AC013402.1,3,-0.0090
AC087283.1,4,-0.0090
AL359672.1,2,-0.0090
HCRT,6,-0.0090
UBE2NP1,4,-0.0090
PRPF38B,4,-0.0014
PRPF38A,3,0.0007
RDXP1,2,-0.0090
LARP7,3,-0.0003
RDXP3,2,-0.0090
RDXP2,2,-0.0088
LARP4,3,0.0041
LARP6,4,0.0057
AC139149.1,4,-0.0083
SCOCP1,4,-0.0079
FXYD4,3,-0.0090
LAS1L,2,-0.0025
FXYD3,5,-0.0080
FXYD2,2,-0.0090
FXYD1,5,-0.0090
FXYD7,5,-0.0090
FXYD6,2,-0.0074
FXYD5,5,0.0422
RNU6-1040P,3,-0.0090
M1AP,3,-0.0087
EIF5P2,2,-0.0090
EIF5P1,2,-0.0090
AC138894.4,2,-0.0090
AC138894.3,2,-0.0090
AL592146.2,3,-0.0090
AC004975.2,2,-0.0089
RNU6-1041P,7,-0.0090
AC004975.1,2,-0.0081
AL117352.1,3,-0.0089
AL592146.1,3,-0.0090
AC138894.2,2,-0.0090
AC138894.1,2,-0.0090
TOMM40L,3,-0.0063
IPMKP1,2,-0.0090
HCST,2,-0.0089
AC087439.2,3,-0.0090
AC087439.1,3,-0.0090
SZRD1,6,0.0263
CCM2L,4,-0.0090
AL139042.1,2,-0.0090
AC140125.3,3,-0.0090
AL512347.1,3,-0.0090
AC140125.2,3,-0.0090
AC140125.1,3,-0.0090
PLAGL1,2,-0.0082
PLAGL2,4,-0.0059
AC016044.1,4,-0.0090
EGLN1,3,-0.0035
PKD1P6-NPIPP1,3,-0.0083
AC003657.1,2,-0.0090
EGLN3,4,-0.0074
EGLN2,4,-0.0059
TARBP2,3,-0.0017
TARBP1,3,-0.0012
AC010896.1,NA,-0.0088
AC093227.2,2,-0.0089
AC093227.1,2,-0.0087
AC093227.3,2,-0.0089
MTCO2P31,2,-0.0090
MTCO2P30,3,-0.0090
RNU6-1044P,2,-0.0090
MTCO2P34,5,-0.0090
MTCO2P33,3,-0.0090
MTCO2P32,3,-0.0090
FBXW4,2,-0.0040
FBXW5,2,0.0186
FBXW8,3,-0.0010
AC008060.5,2,-0.0090
FBXW7,3,-0.0033
AC008060.4,2,-0.0090
AC008060.3,2,-0.0090
FBXW9,3,-0.0036
RNU6-1045P,3,-0.0088
AC008060.2,2,-0.0090
AC008060.1,2,-0.0090
SRCIN1,4,-0.0088
FBXW2,2,-0.0009
AC006299.1,2,-0.0088
AC008456.1,3,-0.0088
RNU6-1046P,4,-0.0088
RNU6-1042P,3,-0.0090
AC129507.4,3,-0.0090
AL158210.1,2,-0.0090
AC129507.1,3,-0.0090
